Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces griseorubiginosus NPDC008292                          NZ_JBIBFX010000007.1  260809    264458    6.1419   1        1        1        1      
Streptomyces luteolus B-S-A12                                      NZ_JASCIS010000039.1  59117     63485     7.1657   1        1        1        1      
Streptomyces luteolus B-S-A12                                      NZ_JASCIS010000060.1  9050      12716     6.1420   1        1        1        1      
Dactylosporangium roseum JCM 3364                                  NZ_BAAABS010000080.1  52171     57791     7.1639   1        1        1        1      
Dactylosporangium roseum JCM 3364                                  NZ_BAAABS010000004.1  11505     30458     5.1414   1        1        1        1      
Nocardia tengchongensis JCM 4087                                   NZ_JBHTCI010000005.1  610070    619011    6.1673   1        1        1        1      
Nocardia tengchongensis NPDC056825                                 NZ_JBHUAW010000130.1  4816      13758     6.1673   1        1        1        1      
Nocardia tengchongensis NPDC060237                                 NZ_JBHXAJ010000005.1  352662    361600    6.1661   1        1        1        1      
Nocardia tengchongensis NPDC050479                                 NZ_JBFAJM010000011.1  131048    139985    6.1658   1        1        1        1      
Nocardia tengchongensis CFH S0057                                  NZ_CP074371.1         6332794   6341810   6.1677   1        1        1        1      
Nocardia tengchongensis NPDC059251                                 NZ_JBHYZS010000009.1  3416      12358     6.1672   1        1        1        1      
Streptomyces eurythermus NPDC041183                                NZ_JBEZCF010000062.1  22903     27620     6.1670   1        1        1        1      
Streptomyces eurythermus NPDC041183                                NZ_JBEZCF010000039.1  69351     73103     6.1473   1        1        1        1      
Streptomyces eurythermus NPDC001328                                NZ_JBIAWV010000020.1  99882     104599    6.1644   1        1        1        1      
Streptomyces eurythermus NPDC001328                                NZ_JBIAWV010000013.1  168347    172068    6.1468   1        1        1        1      
Streptomyces eurythermus NPDC046292                                NZ_JBEYZS010000026.1  35825     40542     6.1671   1        1        1        1      
Streptomyces eurythermus NPDC046292                                NZ_JBEYZS010000003.1  50025     53777     6.1468   1        1        1        1      
Streptomyces eurythermus NPDC015001                                NZ_JBIBVU010000026.1  3725      8441      6.1668   1        1        1        1      
Streptomyces eurythermus NPDC015001                                NZ_JBIBVU010000017.1  202813    221153    4.1225   0        1        1        1      
Actinokineospora sp. NBRC 105648                                   NZ_BSTR01000010.1     119607    125976    6.1634   1        1        1        1      
Actinokineospora sp. PR83                                          NZ_JAJCXD010000035.1  125240    139000    7.1658   1        1        1        1      
Actinokineospora sp. PR83                                          NZ_JAJCXD010000040.1  117066    120671    6.1450   1        1        1        1      
Actinokineospora sp. PR83                                          NZ_JAJCXD010000078.1  134593    137400    5.1110   0        1        1        1      
Nocardiopsis halotolerans DSM 44410                                NZ_ANAX01000162.1     15696     18468     5.1155   0        1        1        1      
Streptomyces triculaminicus NPDC005810                             NZ_JBEXXL010000053.1  3615      8410      6.1663   1        1        1        1      
Streptomyces triculaminicus NPDC005810                             NZ_JBEXXL010000006.1  161793    165471    6.1482   1        1        1        1      
Streptomyces triculaminicus NPDC053077                             NZ_JBITZK010000011.1  14414     19207     6.1661   1        1        1        1      
Streptomyces triculaminicus NPDC053077                             NZ_JBITZK010000002.1  204676    208344    6.1482   1        1        1        1      
Streptomyces rubradiris NPDC012339                                 NZ_JBIBFB010000016.1  165064    169795    6.1646   1        1        1        1      
Streptomyces rubradiris JCM 4955                                   NZ_BNCB01000014.1     8144      10914     5.1189   0        1        1        1      
Streptomyces rubradiris NPDC000335                                 NZ_JBEPEE010000071.1  21203     39006     6.1548   1        1        1        1      
Streptosporangium saharense CECT 8840                              NZ_JACHJP010000001.1  1353850   1358499   6.1607   1        1        1        1      
Streptosporangium saharense NPDC003991                             NZ_JBIANB010000002.1  529112    533761    6.1602   1        1        1        1      
Streptosporangium saharense NPDC001019                             NZ_JBIAYJ010000005.1  402025    406674    6.1600   1        1        1        1      
Streptosporangium saharense NPDC000304                             NZ_JBEPEF010000126.1  10728     15380     6.1600   1        1        1        1      
Streptosporangium saharense NPDC049696                             NZ_JBFANU010000004.1  401675    406323    6.1600   1        1        1        1      
Streptomyces alboverticillatus NRRL B-24281                        NZ_MUFU01000064.1     3465      8264      6.1661   1        1        1        1      
Streptosporangium sp. NPDC020072                                   NZ_JBEYAB010000002.1  515774    520659    6.1576   1        1        1        1      
Streptosporangium sp. NPDC000239                                   NZ_JBEPEI010000002.1  523530    528424    6.1600   1        1        1        1      
