LFVR01000305.1	GCA_001047335.1
NZ_JBHJZV010000005.1	GCF_042271285.1
NZ_JBHJYY010000041.1	GCF_042271305.1
NZ_JBHJXL010000029.1	GCF_042274265.1
NZ_JBHJXL010000001.1	GCF_042274265.1
NZ_JBHJXG010000006.1	GCF_042274305.1
NZ_JBHJXO010000005.1	GCF_042274325.1
NZ_JBHJXR010000022.1	GCF_042274385.1
NZ_JBHJXI010000003.1	GCF_042274405.1
NZ_JBHJXH010000005.1	GCF_042274505.1
NZ_JBHJZA010000010.1	GCF_042274585.1
NZ_JBHJYT010000003.1	GCF_042274605.1
NZ_JBHJXK010000067.1	GCF_042274655.1
NZ_JBHJYG010000040.1	GCF_042274705.1
NZ_JAYMRO010000002.1	GCF_042325165.1
NZ_JAYMRR010000010.1	GCF_042325185.1
NZ_JBHMCB010000012.1	GCF_042428695.1
NZ_JBHMCA010000020.1	GCF_042428735.1
NZ_JBHMBT010000022.1	GCF_042428785.1
NZ_JBHMEE010000059.1	GCF_042430525.1
NZ_JBHMCY010000098.1	GCF_042430725.1
NZ_JBHMCS010000044.1	GCF_042430825.1
NZ_JBHMCT010000002.1	GCF_042430865.1
NZ_JBHMCW010000004.1	GCF_042430885.1
NZ_JBHMCL010000057.1	GCF_042431005.1
NZ_JBHMCL010000010.1	GCF_042431005.1
NZ_JBHMCK010000046.1	GCF_042431025.1
NZ_JBHMDJ010000022.1	GCF_042431265.1
NZ_JBHMCX010000025.1	GCF_042431365.1
NZ_JBHLYH010000022.1	GCF_042431765.1
NZ_JBHLZD010000001.1	GCF_042431785.1
NZ_JBHLYI010000002.1	GCF_042431945.1
NZ_JBHLYI010000014.1	GCF_042431945.1
NZ_JBHLVD010000004.1	GCF_042433635.1
NZ_JBHLUJ010000020.1	GCF_042433745.1
NZ_JBHLUJ010000041.1	GCF_042433745.1
NZ_JBHLTX010000014.1	GCF_042434075.1
NZ_JBHLUE010000011.1	GCF_042434095.1
NZ_JBHLUD010000001.1	GCF_042434175.1
NZ_JBHLUD010000004.1	GCF_042434175.1
NZ_JBHMQV010000009.1	GCF_042434995.1
NZ_CP170353.1	GCF_042447705.1
NZ_CP170369.1	GCF_042465085.1
NZ_CP118705.1	GCF_042465715.1
NZ_JBHOFE010000070.1	GCF_042466025.1
NZ_CP136563.1	GCF_042466515.1
CP170373.1	GCF_042466595.1
NZ_CP170387.1	GCF_042466695.1
NZ_JBHEZZ010000007.1	GCF_042510925.1
NZ_JBHFAA010000007.1	GCF_042510935.1
NZ_JBHEZY010000013.1	GCF_042510945.1
NZ_JBHFAB010000003.1	GCF_042510955.1
NZ_JBEUKS010000001.1	GCF_042510965.1
NZ_JBHEZX010000007.1	GCF_042511045.1
NZ_JBHRUR010000003.1	GCF_042646905.1
NZ_JBHRUS010000031.1	GCF_042646925.1
NZ_JBHRUQ010000011.1	GCF_042646965.1
NZ_JBHRUX010000018.1	GCF_042646985.1
NZ_JBHRWQ010000067.1	GCF_042648065.1
NZ_JBHRXG010000017.1	GCF_042648345.1
NZ_JBHRZI010000017.1	GCF_042649515.1
NZ_JBHSDL010000008.1	GCF_042650145.1
NZ_JBHSBB010000008.1	GCF_042650325.1
NZ_JBHSBC010000004.1	GCF_042650425.1
NZ_JBHSBC010000032.1	GCF_042650425.1
NZ_JBHSBE010000004.1	GCF_042650465.1
NZ_JBHSBK010000003.1	GCF_042650505.1
NZ_JBHSBF010000009.1	GCF_042650525.1
NZ_JBHSBH010000013.1	GCF_042650565.1
NZ_JBHSBH010000010.1	GCF_042650565.1
NZ_JBHSBN010000035.1	GCF_042650605.1
NZ_JBHSBP010000055.1	GCF_042650725.1
NZ_JBHSCF010000004.1	GCF_042651015.1
NZ_JBHSCF010000021.1	GCF_042651015.1
NZ_JBHSJD010000017.1	GCF_042652065.1
NZ_JBHSIT010000003.1	GCF_042652125.1
NZ_JBHSIT010000006.1	GCF_042652125.1
NZ_JBHSJB010000031.1	GCF_042652145.1
NZ_JBHSIZ010000016.1	GCF_042652165.1
NZ_JBHSJQ010000026.1	GCF_042652465.1
NZ_JBHSIY010000002.1	GCF_042653525.1
NZ_JBHSFQ010000010.1	GCF_042653925.1
NZ_JBHSFK010000001.1	GCF_042653945.1
NZ_JBHSFN010000010.1	GCF_042653985.1
NZ_JBHSFN010000009.1	GCF_042653985.1
NZ_JBHSFR010000003.1	GCF_042654005.1
NZ_JBHSFP010000025.1	GCF_042654065.1
NZ_JBHSFF010000004.1	GCF_042654785.1
NZ_JBHSFE010000038.1	GCF_042654885.1
NZ_JBHSNV010000003.1	GCF_042655925.1
NZ_JBHSOB010000050.1	GCF_042656045.1
NZ_JBHSOE010000015.1	GCF_042656105.1
NZ_JBHSOD010000003.1	GCF_042656145.1
NZ_JBHSPA010000031.1	GCF_042656245.1
NZ_JBHSON010000002.1	GCF_042656285.1
NZ_JBHSON010000041.1	GCF_042656285.1
NZ_JBHSPD010000004.1	GCF_042656425.1
NZ_JBHSPN010000019.1	GCF_042656605.1
NZ_JBHSNZ010000016.1	GCF_042657025.1
NZ_JBHSNZ010000004.1	GCF_042657025.1
NZ_JBHSKK010000076.1	GCF_042657225.1
NZ_JBHSKH010000008.1	GCF_042657725.1
NZ_JBHSKJ010000031.1	GCF_042657885.1
NZ_JBHSKM010000048.1	GCF_042657965.1
NZ_JBHSKM010000016.1	GCF_042657965.1
NZ_JBHSPV010000002.1	GCF_042658025.1
NZ_JBHSPU010000042.1	GCF_042658045.1
NZ_JBHSPW010000001.1	GCF_042658105.1
NZ_JBHSPX010000015.1	GCF_042658185.1
NZ_JBHSRF010000070.1	GCF_042658925.1
NZ_JBHSUE010000087.1	GCF_042660565.1
NZ_JBHSUW010000002.1	GCF_042660825.1
NZ_JBHSUX010000001.1	GCF_042660945.1
NZ_JBHSVC010000001.1	GCF_042660965.1
NZ_JBHSYG010000012.1	GCF_042661805.1
NZ_JBHSYM010000023.1	GCF_042662645.1
NZ_JBHTAC010000020.1	GCF_042663325.1
NZ_JBHSYU010000002.1	GCF_042663945.1
NZ_JBHTBI010000007.1	GCF_042664825.1
NZ_JBHTBI010000085.1	GCF_042664825.1
NZ_JBHTCG010000014.1	GCF_042665155.1
NZ_JBHTCG010000007.1	GCF_042665155.1
NZ_JBHTCI010000005.1	GCF_042665315.1
NZ_JBHTCF010000049.1	GCF_042665355.1
NZ_JBHTCF010000022.1	GCF_042665355.1
NZ_JBHTCK010000012.1	GCF_042665405.1
NZ_JBHTEN010000003.1	GCF_042665815.1
NZ_JBHTFP010000015.1	GCF_042666215.1
NZ_JBHTFR010000001.1	GCF_042666695.1
NZ_JBHVAK010000002.1	GCF_042667085.1
NZ_JBHVAE010000005.1	GCF_042667125.1
NZ_JBHVAF010000026.1	GCF_042667205.1
NZ_JBHVAH010000003.1	GCF_042667325.1
NZ_JBHVAG010000022.1	GCF_042667455.1
NZ_JBHUZI010000007.1	GCF_042667505.1
NZ_JBHUZS010000009.1	GCF_042667535.1
NZ_JBHUZR010000005.1	GCF_042667545.1
NZ_JBHUZM010000027.1	GCF_042667665.1
NZ_JBHUZM010000009.1	GCF_042667665.1
NZ_JBHUZC010000036.1	GCF_042667845.1
NZ_JBHUYV010000042.1	GCF_042667905.1
NZ_JBHVBP010000008.1	GCF_042668045.1
NZ_JBHVAV010000010.1	GCF_042668065.1
NZ_JBHVBK010000113.1	GCF_042668185.1
NZ_JBHVBK010000161.1	GCF_042668185.1
NZ_JBHVBG010000086.1	GCF_042668265.1
NZ_JBHVBA010000011.1	GCF_042668385.1
NZ_JBHVAO010000001.1	GCF_042668465.1
NZ_JBHVBB010000019.1	GCF_042668475.1
NZ_JBHVAP010000066.1	GCF_042668505.1
NZ_JBHVAW010000005.1	GCF_042668525.1
NZ_JBHUYR010000003.1	GCF_042668605.1
NZ_JBHUYK010000015.1	GCF_042668615.1
NZ_JBHUYH010000025.1	GCF_042668625.1
NZ_JBHUYF010000009.1	GCF_042668725.1
NZ_JBHUYI010000003.1	GCF_042668745.1
NZ_JBHUYO010000012.1	GCF_042668815.1
NZ_JBHUYD010000002.1	GCF_042668895.1
NZ_JBHUXX010000145.1	GCF_042668965.1
NZ_JBHUXX010000066.1	GCF_042668965.1
NZ_JBHUXU010000047.1	GCF_042669065.1
NZ_JBHUXY010000009.1	GCF_042669085.1
NZ_JBHUXY010000025.1	GCF_042669085.1
NZ_JBHUXY010000026.1	GCF_042669085.1
NZ_JBHUXV010000070.1	GCF_042669125.1
NZ_JBHUVV010000022.1	GCF_042669135.1
NZ_JBHUUO010000024.1	GCF_042669155.1
NZ_JBHUUE010000007.1	GCF_042669225.1
NZ_JBHUXS010000031.1	GCF_042669245.1
NZ_JBHUXO010000035.1	GCF_042669355.1
NZ_JBHUTG010000016.1	GCF_042669365.1
NZ_JBHUWP010000060.1	GCF_042669425.1
NZ_JBHUWF010000003.1	GCF_042669445.1
NZ_JBHUWF010000044.1	GCF_042669445.1
NZ_JBHUXF010000016.1	GCF_042669555.1
NZ_JBHUVW010000190.1	GCF_042669585.1
NZ_JBHUVC010000060.1	GCF_042669665.1
NZ_JBHUXB010000073.1	GCF_042669715.1
NZ_JBHUXA010000001.1	GCF_042669725.1
NZ_JBHUXA010000030.1	GCF_042669725.1
NZ_JBHUWX010000013.1	GCF_042669745.1
NZ_JBHUWW010000007.1	GCF_042669755.1
NZ_JBHUWW010000034.1	GCF_042669755.1
NZ_JBHUWR010000011.1	GCF_042669845.1
NZ_JBHUWT010000214.1	GCF_042669855.1
NZ_JBHUUN010000012.1	GCF_042669885.1
NZ_JBHUWS010000014.1	GCF_042669905.1
NZ_JBHUWQ010000057.1	GCF_042669925.1
NZ_JBHUTL010000011.1	GCF_042669965.1
NZ_JBHUWO010000013.1	GCF_042669985.1
NZ_JBHUWM010000018.1	GCF_042670025.1
NZ_JBHUWJ010000001.1	GCF_042670045.1
NZ_JBHUWI010000036.1	GCF_042670065.1
NZ_JBHUTZ010000083.1	GCF_042670085.1
NZ_JBHUWH010000247.1	GCF_042670125.1
NZ_JBHUWA010000003.1	GCF_042670265.1
NZ_JBHUVU010000002.1	GCF_042670365.1
NZ_JBHUVL010000003.1	GCF_042670385.1
NZ_JBHUSZ010000033.1	GCF_042670435.1
NZ_JBHUTB010000024.1	GCF_042670485.1
NZ_JBHUVO010000014.1	GCF_042670545.1
NZ_JBHUVG010000042.1	GCF_042670665.1
NZ_JBHUVE010000008.1	GCF_042670725.1
NZ_JBHUUZ010000009.1	GCF_042670765.1
NZ_JBHUVA010000008.1	GCF_042670805.1
NZ_JBHUUU010000009.1	GCF_042670865.1
NZ_JBHUUR010000003.1	GCF_042670925.1
NZ_JBHUUQ010000010.1	GCF_042670985.1
NZ_JBHUUL010000087.1	GCF_042671005.1
NZ_JBHUUI010000007.1	GCF_042671045.1
NZ_JBHUUG010000037.1	GCF_042671065.1
NZ_JBHUUJ010000060.1	GCF_042671085.1
NZ_JBHUUD010000066.1	GCF_042671105.1
NZ_JBHUUA010000069.1	GCF_042671225.1
NZ_JBHUTO010000011.1	GCF_042671325.1
NZ_JBHUTP010000013.1	GCF_042671365.1
NZ_JBHUTM010000043.1	GCF_042671405.1
NZ_JBHUTM010000052.1	GCF_042671405.1
NZ_JBHUTJ010000226.1	GCF_042671425.1
NZ_JBHUTI010000009.1	GCF_042671445.1
NZ_JBHUTF010000007.1	GCF_042671465.1
NZ_JBHUTH010000027.1	GCF_042671485.1
NZ_JBHUTD010000145.1	GCF_042671505.1
NZ_JBHUTE010000046.1	GCF_042671525.1
NZ_JBHUTA010000095.1	GCF_042671545.1
NZ_JBHXWS010000012.1	GCF_042671595.1
NZ_JBHXWK010000008.1	GCF_042671685.1
NZ_JBHXWQ010000012.1	GCF_042671725.1
NZ_JBHXWQ010000001.1	GCF_042671725.1
NZ_JBHXWM010000013.1	GCF_042671805.1
NZ_JBHXWJ010000001.1	GCF_042671815.1
NZ_JBHXWF010000014.1	GCF_042671825.1
NZ_JBHXWC010000030.1	GCF_042671915.1
NZ_JBHXWH010000002.1	GCF_042671935.1
NZ_JBHXVW010000001.1	GCF_042671945.1
NZ_JBHXWE010000014.1	GCF_042672015.1
NZ_JBHXVX010000027.1	GCF_042672075.1
NZ_JBHXVU010000001.1	GCF_042672135.1
NZ_JBHXVT010000005.1	GCF_042672155.1
NZ_JBHXVG010000028.1	GCF_042672405.1
NZ_JBHXVG010000039.1	GCF_042672405.1
NZ_JBHXVB010000051.1	GCF_042672425.1
NZ_JBHXUW010000034.1	GCF_042672475.1
NZ_JBHXVE010000041.1	GCF_042672505.1
NZ_JBHXVD010000044.1	GCF_042672535.1
NZ_JBHXUV010000021.1	GCF_042672545.1
NZ_JBHXUR010000086.1	GCF_042672635.1
NZ_JBHXUY010000023.1	GCF_042672655.1
NZ_JBHXUN010000003.1	GCF_042672695.1
NZ_JBHXUF010000018.1	GCF_042672725.1
NZ_JBHXUU010000004.1	GCF_042672735.1
NZ_JBHXUE010000126.1	GCF_042672935.1
NZ_JBHXUC010000007.1	GCF_042672945.1
NZ_JBHXUL010000010.1	GCF_042672985.1
NZ_JBHXTX010000005.1	GCF_042673025.1
NZ_JBHXTU010000009.1	GCF_042673045.1
NZ_JBHXTY010000009.1	GCF_042673055.1
NZ_JBHXTW010000004.1	GCF_042673125.1
NZ_JBHXTT010000034.1	GCF_042673145.1
NZ_JBHXTS010000008.1	GCF_042673155.1
NZ_JBHUSK010000094.1	GCF_042673265.1
NZ_JBHUSJ010000226.1	GCF_042673325.1
NZ_JBHUSW010000001.1	GCF_042673345.1
NZ_JBHUSI010000014.1	GCF_042673365.1
NZ_JBHURR010000106.1	GCF_042673485.1
NZ_JBHUQY010000059.1	GCF_042673525.1
NZ_JBHUSS010000018.1	GCF_042673565.1
NZ_JBHUSN010000008.1	GCF_042673665.1
NZ_JBHUSR010000018.1	GCF_042673685.1
NZ_JBHUSA010000030.1	GCF_042673785.1
NZ_JBHUSC010000012.1	GCF_042673805.1
NZ_JBHURZ010000004.1	GCF_042673825.1
NZ_JBHURO010000053.1	GCF_042673965.1
NZ_JBHURS010000154.1	GCF_042674025.1
NZ_JBHURS010000001.1	GCF_042674025.1
NZ_JBHURK010000007.1	GCF_042674055.1
NZ_JBHURA010000002.1	GCF_042674185.1
NZ_JBHUQT010000002.1	GCF_042674285.1
NZ_JBHUQR010000090.1	GCF_042674325.1
NZ_JBHUQP010000039.1	GCF_042674345.1
NZ_JBHUQK010000003.1	GCF_042674405.1
NZ_JBHUQJ010000002.1	GCF_042674485.1
NZ_JBHUSD010000024.1	GCF_042674525.1
NZ_JBHUQH010000034.1	GCF_042674565.1
NZ_JBHTEC010000001.1	GCF_042674645.1
NZ_JBHTFB010000002.1	GCF_042674885.1
NZ_JBHTFE010000001.1	GCF_042674925.1
NZ_JBHTDL010000008.1	GCF_042675075.1
NZ_JBHTGP010000001.1	GCF_042675405.1
NZ_JBHTJA010000011.1	GCF_042675525.1
NZ_JBHTHS010000011.1	GCF_042676565.1
NZ_JBHTIW010000003.1	GCF_042677245.1
NZ_JBHXTH010000085.1	GCF_042677285.1
NZ_JBHXTH010000216.1	GCF_042677285.1
NZ_JBHXTQ010000110.1	GCF_042677305.1
NZ_JBHXTP010000225.1	GCF_042677405.1
NZ_JBHXTO010000127.1	GCF_042677425.1
NZ_JBHXTN010000011.1	GCF_042677445.1
NZ_JBHXTI010000073.1	GCF_042677485.1
NZ_JBHXTF010000147.1	GCF_042677505.1
NZ_JBHXTF010000018.1	GCF_042677505.1
NZ_JBHXTD010000002.1	GCF_042677565.1
NZ_JBHXTC010000011.1	GCF_042677605.1
NZ_JBHUDX010000052.1	GCF_042678285.1
NZ_JBHTMM010000003.1	GCF_042679505.1
NZ_JBHUGK010000014.1	GCF_042681725.1
NZ_JBHUKS010000018.1	GCF_042684085.1
NZ_JBHUKS010000011.1	GCF_042684085.1
NZ_JBHUKS010000026.1	GCF_042684085.1
NZ_JBHUKU010000021.1	GCF_042684105.1
NZ_JBHUMN010000018.1	GCF_042685065.1
NZ_JBHUMS010000014.1	GCF_042685165.1
NZ_JBHUMS010000021.1	GCF_042685165.1
NZ_CP170483.1	GCF_042691725.1
NZ_JBHXSS010000028.1	GCF_042714715.1
NZ_JBHXSX010000003.1	GCF_042714985.1
NZ_JBHXSX010000009.1	GCF_042714985.1
NZ_JBHXST010000007.1	GCF_042715095.1
NZ_JBHXSR010000017.1	GCF_042715105.1
NZ_JBHXSP010000035.1	GCF_042715275.1
NZ_JBHXSY010000079.1	GCF_042715295.1
NZ_JBHXSU010000020.1	GCF_042715345.1
NZ_JBHXSK010000079.1	GCF_042716195.1
NZ_JBHXRZ010000130.1	GCF_042716215.1
NZ_JBHXRZ010000018.1	GCF_042716215.1
NZ_JBHXRU010000034.1	GCF_042716255.1
NZ_JBHXSM010000040.1	GCF_042716375.1
NZ_JBHXSA010000004.1	GCF_042716475.1
NZ_JBHXSA010000006.1	GCF_042716475.1
NZ_JBHXRS010000010.1	GCF_042716655.1
NZ_JBHXRR010000012.1	GCF_042716665.1
NZ_JBHXRP010000020.1	GCF_042716735.1
NZ_JBHXRV010000025.1	GCF_042716745.1
NZ_JBHXRK010000039.1	GCF_042716875.1
NZ_JBHXRM010000030.1	GCF_042716895.1
NZ_JBHXQQ010000142.1	GCF_042717195.1
NZ_JBHXQG010000216.1	GCF_042717215.1
NZ_JBHXQH010000239.1	GCF_042717255.1
NZ_JBHXRL010000012.1	GCF_042717315.1
NZ_JBHXRD010000027.1	GCF_042717325.1
NZ_JBHXQR010000165.1	GCF_042717675.1
NZ_JBHXQR010000073.1	GCF_042717675.1
NZ_JBHXQS010000072.1	GCF_042717755.1
NZ_JBHXQM010000030.1	GCF_042717775.1
NZ_JBHXQF010000029.1	GCF_042718015.1
NZ_JBHXQC010000086.1	GCF_042718075.1
NZ_JBHXQI010000087.1	GCF_042718085.1
NZ_JBHXPN010000072.1	GCF_042718355.1
NZ_JBHXPP010000062.1	GCF_042718395.1
NZ_JBHXPS010000044.1	GCF_042718415.1
NZ_JBHXPM010000058.1	GCF_042718455.1
NZ_JBHXOZ010000001.1	GCF_042718475.1
NZ_JBHXPJ010000049.1	GCF_042718515.1
NZ_JBHXPH010000057.1	GCF_042718615.1
NZ_JBHXPB010000042.1	GCF_042718695.1
NZ_JBHXOY010000028.1	GCF_042718755.1
NZ_JBHXOX010000045.1	GCF_042718795.1
NZ_JBHXOV010000052.1	GCF_042718815.1
NZ_JBHXOW010000034.1	GCF_042718835.1
NZ_JBHXOR010000031.1	GCF_042718915.1
NZ_JBHXOD010000009.1	GCF_042718975.1
NZ_JBHXOP010000010.1	GCF_042718995.1
NZ_JBHXON010000006.1	GCF_042719055.1
NZ_JBHXOL010000120.1	GCF_042719095.1
NZ_JBHXNR010000021.1	GCF_042719295.1
NZ_JBHXNT010000006.1	GCF_042719355.1
NZ_JBHXMW010000010.1	GCF_042719455.1
NZ_JBHXMW010000001.1	GCF_042719455.1
NZ_JBHXNM010000065.1	GCF_042719635.1
NZ_JBHXNJ010000008.1	GCF_042719655.1
NZ_JBHXNJ010000018.1	GCF_042719655.1
NZ_JBHXNK010000040.1	GCF_042719755.1
NZ_JBHXNQ010000006.1	GCF_042719775.1
NZ_JBHXNF010000021.1	GCF_042719815.1
NZ_JBHXNG010000024.1	GCF_042719875.1
NZ_JBHXMR010000009.1	GCF_042719965.1
NZ_JBHXML010000076.1	GCF_042720345.1
NZ_JBHXMU010000051.1	GCF_042720685.1
NZ_JBHXKY010000001.1	GCF_042720725.1
NZ_JBHXMM010000042.1	GCF_042720825.1
NZ_JBHXLZ010000100.1	GCF_042721215.1
NZ_JBHXLM010000008.1	GCF_042721255.1
NZ_JBHXLN010000011.1	GCF_042721295.1
NZ_JBHXLS010000002.1	GCF_042721315.1
NZ_JBHXLJ010000032.1	GCF_042721335.1
NZ_JBHXLO010000005.1	GCF_042721395.1
NZ_JBHXLL010000074.1	GCF_042721415.1
NZ_JBHXLL010000024.1	GCF_042721415.1
NZ_JBHXLF010000006.1	GCF_042721515.1
NZ_JBHXLA010000099.1	GCF_042721535.1
NZ_JBHXKQ010000049.1	GCF_042721635.1
NZ_JBHXKZ010000036.1	GCF_042721775.1
NZ_JBHXKW010000034.1	GCF_042721795.1
NZ_JBHXKP010000047.1	GCF_042721815.1
NZ_JBHXKO010000042.1	GCF_042721935.1
NZ_JBHXLD010000004.1	GCF_042721985.1
NZ_JBHXKN010000099.1	GCF_042722035.1
NZ_JBHXKJ010000003.1	GCF_042722055.1
NZ_JBHXKT010000043.1	GCF_042722095.1
NZ_JBHXKB010000062.1	GCF_042722195.1
NZ_JBHXJY010000017.1	GCF_042722255.1
NZ_JBHXJW010000159.1	GCF_042722395.1
NZ_JBHXJV010000106.1	GCF_042722435.1
NZ_JBHXFM010000006.1	GCF_042722455.1
NZ_JBHXFK010000014.1	GCF_042722485.1
NZ_JBHXFB010000381.1	GCF_042722535.1
NZ_JBHXJM010000030.1	GCF_042722655.1
NZ_JBHXRQ010000026.1	GCF_042722715.1
NZ_JBHXKM010000010.1	GCF_042722725.1
NZ_JBHXKE010000010.1	GCF_042722765.1
NZ_JBHXJT010000073.1	GCF_042723095.1
NZ_JBHXJO010000070.1	GCF_042723105.1
NZ_JBHXJN010000005.1	GCF_042723115.1
NZ_JBHXJJ010000012.1	GCF_042723155.1
NZ_JBHXJJ010000002.1	GCF_042723155.1
NZ_JBHXJL010000016.1	GCF_042723165.1
NZ_JBHXJL010000012.1	GCF_042723165.1
NZ_JBHXJC010000025.1	GCF_042723265.1
NZ_JBHXJH010000062.1	GCF_042723375.1
NZ_JBHXJI010000028.1	GCF_042723415.1
NZ_JBHXJG010000033.1	GCF_042723425.1
NZ_JBHXIT010000008.1	GCF_042723455.1
NZ_JBHXIQ010000008.1	GCF_042723535.1
NZ_JBHXIU010000049.1	GCF_042723595.1
NZ_JBHXIR010000042.1	GCF_042723615.1
NZ_JBHXIM010000002.1	GCF_042723655.1
NZ_JBHXIF010000008.1	GCF_042723815.1
NZ_JBHXIK010000003.1	GCF_042723835.1
NZ_JBHXIE010000054.1	GCF_042723895.1
NZ_JBHXHX010000009.1	GCF_042723915.1
NZ_JBHXHT010000029.1	GCF_042724015.1
NZ_JBHXFI010000012.1	GCF_042724075.1
NZ_JBHXEY010000023.1	GCF_042724115.1
NZ_JBHXFA010000087.1	GCF_042724175.1
NZ_JBHXFC010000031.1	GCF_042724225.1
NZ_JBHXEV010000032.1	GCF_042724295.1
NZ_JBHXEO010000068.1	GCF_042724335.1
NZ_JBHXEO010000015.1	GCF_042724335.1
NZ_JBHXFF010000009.1	GCF_042724495.1
NZ_JBHXEK010000052.1	GCF_042724615.1
NZ_JBHXEJ010000045.1	GCF_042724715.1
NZ_JBHXEM010000044.1	GCF_042724755.1
NZ_JBHXEC010000194.1	GCF_042724815.1
NZ_JBHXEB010000025.1	GCF_042724895.1
NZ_JBHXEG010000108.1	GCF_042724935.1
NZ_JBHXEH010000009.1	GCF_042724975.1
NZ_JBHXEF010000098.1	GCF_042725055.1
NZ_JBHXEX010000010.1	GCF_042725085.1
NZ_JBHXCS010000029.1	GCF_042725215.1
NZ_JBHXCO010000191.1	GCF_042725235.1
NZ_JBHXCZ010000091.1	GCF_042725345.1
NZ_JBHXCZ010000068.1	GCF_042725345.1
NZ_JBHXCW010000293.1	GCF_042725365.1
NZ_JBHXCM010000020.1	GCF_042725405.1
NZ_JBHXCM010000003.1	GCF_042725405.1
NZ_JBHXCU010000022.1	GCF_042725425.1
NZ_JBHXCN010000221.1	GCF_042725455.1
NZ_JBHXCI010000033.1	GCF_042725565.1
NZ_JBHXCD010000015.1	GCF_042725595.1
NZ_JBHXBV010000009.1	GCF_042725635.1
NZ_JBHXCB010000029.1	GCF_042725695.1
NZ_JBHXEE010000097.1	GCF_042725735.1
NZ_JBHXBW010000045.1	GCF_042725755.1
NZ_JBHXED010000031.1	GCF_042725805.1
NZ_JBHXDY010000104.1	GCF_042725895.1
NZ_JBHXDY010000060.1	GCF_042725895.1
NZ_JBHXDS010000019.1	GCF_042725905.1
NZ_JBHXDR010000107.1	GCF_042725935.1
NZ_JBHXDR010000049.1	GCF_042725935.1
NZ_JBHXDK010000001.1	GCF_042726035.1
NZ_JBHXDK010000009.1	GCF_042726035.1
NZ_JBHXDN010000040.1	GCF_042726075.1
NZ_JBHXJA010000087.1	GCF_042726105.1
NZ_JBHXJA010000003.1	GCF_042726105.1
NZ_JBHXHU010000045.1	GCF_042726275.1
NZ_JBHXAG010000006.1	GCF_042726555.1
NZ_JBHXAB010000006.1	GCF_042726635.1
NZ_JBHXCC010000026.1	GCF_042726655.1
NZ_JBHXCH010000004.1	GCF_042726715.1
NZ_JBHXCH010000002.1	GCF_042726715.1
NZ_JBHXBP010000045.1	GCF_042726895.1
NZ_JBHXBQ010000036.1	GCF_042726975.1
NZ_JBHXBN010000007.1	GCF_042727075.1
NZ_JBHXBF010000033.1	GCF_042727135.1
NZ_JBHXBH010000011.1	GCF_042727235.1
NZ_JBHXAZ010000072.1	GCF_042727245.1
NZ_JBHXBI010000153.1	GCF_042727285.1
NZ_JBHXBI010000095.1	GCF_042727285.1
NZ_JBHXBC010000017.1	GCF_042727335.1
NZ_JBHXAJ010000005.1	GCF_042727515.1
NZ_JBHXAA010000336.1	GCF_042727635.1
NZ_JBHWZY010000177.1	GCF_042727815.1
NZ_JBHWZY010000069.1	GCF_042727815.1
NZ_JBHWZW010000388.1	GCF_042727835.1
NZ_JBHXAD010000005.1	GCF_042727875.1
NZ_JBHWZU010000072.1	GCF_042728005.1
NZ_JBHWZG010000063.1	GCF_042728195.1
NZ_JBHWZP010000278.1	GCF_042728395.1
NZ_JBHWZJ010000017.1	GCF_042728415.1
NZ_JBHWZC010000329.1	GCF_042728495.1
NZ_JBHWZF010000293.1	GCF_042728505.1
NZ_JBHWZD010000056.1	GCF_042728615.1
NZ_JBHWYV010000009.1	GCF_042728655.1
NZ_JBHXAQ010000002.1	GCF_042728755.1
NZ_JBHWXW010000013.1	GCF_042728905.1
NZ_JBHWXW010000001.1	GCF_042728905.1
NZ_JBHWYU010000003.1	GCF_042728915.1
NZ_JBHWYL010000008.1	GCF_042729195.1
NZ_JBHWYC010000033.1	GCF_042729255.1
NZ_JBHWXY010000004.1	GCF_042729275.1
NZ_JBHWXH010000096.1	GCF_042729495.1
NZ_JBHWXM010000005.1	GCF_042729515.1
NZ_JBHWXJ010000070.1	GCF_042729575.1
NZ_JBHWXI010000094.1	GCF_042729705.1
NZ_JBHWXL010000072.1	GCF_042729775.1
NZ_JBHWWQ010000065.1	GCF_042729955.1
NZ_JBHWWQ010000052.1	GCF_042729955.1
NZ_JBHWLZ010000056.1	GCF_042730025.1
NZ_JBHWLJ010000001.1	GCF_042730115.1
NZ_JBHWLI010000001.1	GCF_042730235.1
NZ_JBHWXN010000017.1	GCF_042730245.1
NZ_JBHWLO010000004.1	GCF_042730515.1
NZ_JBHWLF010000019.1	GCF_042730535.1
NZ_JBHWLH010000074.1	GCF_042730595.1
NZ_JBHWKW010000016.1	GCF_042730625.1
NZ_JBHWKU010000010.1	GCF_042730645.1
NZ_JBHWKU010000054.1	GCF_042730645.1
NZ_JBHWKU010000017.1	GCF_042730645.1
NZ_JBHWKV010000004.1	GCF_042730735.1
NZ_JBHWLN010000021.1	GCF_042730755.1
NZ_JBHWLK010000001.1	GCF_042730795.1
NZ_JBHWKH010000089.1	GCF_042730835.1
NZ_JBHWKQ010000001.1	GCF_042730865.1
NZ_JBHWKY010000001.1	GCF_042730875.1
NZ_JBHWKS010000071.1	GCF_042730955.1
NZ_JBHWKM010000060.1	GCF_042731015.1
NZ_JBHWKG010000112.1	GCF_042731055.1
NZ_JBHWJZ010000075.1	GCF_042731085.1
