Organism	Scaffold	Start	End	Score	SCO5086	SCO5087	SCO5088	SCO5089	assembly_file	representative	dereplication_status
Mycobacterium sp. D16Q16	NZ_MAEY01000014.1	247572	255403	6.1633	1	1	1	1	GCF_002013745.1_ASM201374v1_genomic.fna.gz	GCF_002013375.1_ASM201337v1_genomic.fna.gz	redundant
Mycobacterium sp. 96-892	NZ_MAFN01000012.1	3364	6135	5.1272	0	1	1	1	GCF_002013545.1_ASM201354v1_genomic.fna.gz	GCF_002013375.1_ASM201337v1_genomic.fna.gz	readded_by_content
Mycobacteroides saopaulense EPM10906	NZ_CP010271.1	2586304	2594131	6.1636	1	1	1	1	GCF_001456355.1_ASM145635v1_genomic.fna.gz	GCF_002086715.1_ASM208671v1_genomic.fna.gz	redundant
Mycobacteroides saopaulense CCUG 66554	NZ_MVII01000017.1	100244	108071	6.1636	1	1	1	1	GCF_002086715.1_ASM208671v1_genomic.fna.gz	GCF_002086715.1_ASM208671v1_genomic.fna.gz	dereplication_representative
Mycobacteroides saopaulense 8489	NZ_MLIC01000002.1	455134	462958	6.1637	1	1	1	1	GCF_001853625.1_ASM185362v1_genomic.fna.gz	GCF_001853625.1_ASM185362v1_genomic.fna.gz	dereplication_representative
Mycobacteroides saopaulense 8528	NZ_MLIH01000035.1	455134	462958	6.1637	1	1	1	1	GCF_001853765.1_ASM185376v1_genomic.fna.gz	GCF_001853625.1_ASM185362v1_genomic.fna.gz	redundant
Mycobacteroides salmoniphilum CCUG 60885	NZ_PECK01000012.1	2814	10646	6.1641	1	1	1	1	GCF_004367255.1_ASM436725v1_genomic.fna.gz	GCF_004367255.1_ASM436725v1_genomic.fna.gz	dereplication_representative
Mycobacteroides salmoniphilum CCUG 60883	NZ_PECM01000015.1	2814	10646	6.1641	1	1	1	1	GCF_004366675.1_ASM436667v1_genomic.fna.gz	GCF_004367255.1_ASM436725v1_genomic.fna.gz	redundant
Mycobacteroides salmoniphilum DSM 43276	NZ_CP024633.1	2575739	2583571	6.1633	1	1	1	1	GCF_004924335.1_ASM492433v1_genomic.fna.gz	GCF_002013685.1_ASM201368v1_genomic.fna.gz	redundant
Mycobacteroides salmoniphilum MSKB2	NZ_JAPDRC010000002.1	627192	635024	6.1634	1	1	1	1	GCF_041644795.1_ASM4164479v1_genomic.fna.gz	GCF_041644795.1_ASM4164479v1_genomic.fna.gz	dereplication_representative
Mycobacteroides salmoniphilum SC	NZ_MAFR01000045.1	90102	97934	6.1633	1	1	1	1	GCF_002013685.1_ASM201368v1_genomic.fna.gz	GCF_002013685.1_ASM201368v1_genomic.fna.gz	dereplication_representative
Mycobacteroides salmoniphilum CCUG 62472	NZ_PECJ01000013.1	627151	634983	6.1634	1	1	1	1	GCF_004366875.1_ASM436687v1_genomic.fna.gz	GCF_041644795.1_ASM4164479v1_genomic.fna.gz	redundant
Mycobacteroides salmoniphilum CCUG 60884	NZ_PECL01000013.1	2777	10609	6.1634	1	1	1	1	GCF_004367915.1_ASM436791v1_genomic.fna.gz	GCF_041644795.1_ASM4164479v1_genomic.fna.gz	redundant
Mycobacteroides salmoniphilum DE 4586	NZ_PECG01000006.1	3788	11620	6.1634	1	1	1	1	GCF_004367265.1_ASM436726v1_genomic.fna.gz	GCF_004367265.1_ASM436726v1_genomic.fna.gz	dereplication_representative
Mycobacteroides salmoniphilum DE 4587	NZ_PECI01000007.1	3788	11620	6.1634	1	1	1	1	GCF_004366645.1_ASM436664v1_genomic.fna.gz	GCF_004367265.1_ASM436726v1_genomic.fna.gz	redundant
Mycobacteroides salmoniphilum DE 4585	NZ_PECH01000004.1	418849	426681	6.1636	1	1	1	1	GCF_004366855.1_ASM436685v1_genomic.fna.gz	GCF_004366855.1_ASM436685v1_genomic.fna.gz	dereplication_representative
Streptomyces showdoensis JCM 4830	NZ_BAAAXG010000004.1	213801	216627	5.1073	0	1	1	1	GCF_039535475.1_ASM3953547v1_genomic.fna.gz	GCF_001008345.1_ASM100834v1_genomic.fna.gz	redundant
Streptomyces showdoensis JCM 4830	NZ_JBHMCW010000004.1	255759	258585	5.1073	0	1	1	1	GCF_042430885.1_ASM4243088v1_genomic.fna.gz	GCF_001008345.1_ASM100834v1_genomic.fna.gz	redundant
Streptomyces showdoensis ATCC 15227	NZ_LAQS01000005.1	151219	154045	5.1073	0	1	1	1	GCF_001008345.1_ASM100834v1_genomic.fna.gz	GCF_001008345.1_ASM100834v1_genomic.fna.gz	dereplication_representative
Streptomyces nanshensis SCSIO M10372	NZ_LJGZ01000005.1	443678	467324	6.1585	1	1	1	1	GCF_001751305.1_ASM175130v1_genomic.fna.gz	GCF_042719635.1_ASM4271963v1_genomic.fna.gz	redundant
Streptomyces globisporus 1912-4Crt	NZ_QWFA01000010.1	24931	28611	6.145	1	1	1	1	GCF_003501885.1_ASM350188v1_genomic.fna.gz	GCF_003501885.1_ASM350188v1_genomic.fna.gz	dereplication_representative
Streptomyces globisporus NPDC015000	NZ_JBIBVV010000005.1	272961	276724	6.1423	1	1	1	1	GCF_043080705.1_ASM4308070v1_genomic.fna.gz	GCF_043080705.1_ASM4308070v1_genomic.fna.gz	dereplication_representative
Streptomyces globisporus NBC_01078	NZ_CP108664.1	2063697	2067477	6.142	1	1	1	1	GCF_045162865.1_ASM4516286v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC047211	NZ_JBEYUC010000004.1	331164	334928	6.1418	1	1	1	1	GCF_040643375.1_ASM4064337v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC020318	NZ_JBFAFX010000003.1	120362	124142	6.142	1	1	1	1	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	dereplication_representative
Streptomyces globisporus NPDC059632	NZ_JBHWDF010000001.1	84522	88302	6.1421	1	1	1	1	GCF_042734915.1_ASM4273491v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC059635	NZ_JBHWDI010000007.1	159189	162969	6.1421	1	1	1	1	GCF_042734855.1_ASM4273485v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC017555	NZ_JBIRJP010000002.1	331719	335483	6.1421	1	1	1	1	GCF_044329615.1_ASM4432961v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC017461	NZ_JBIRLI010000002.1	330321	334101	6.142	1	1	1	1	GCF_044330495.1_ASM4433049v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC017194	NZ_JBIRNU010000001.1	198993	202773	6.142	1	1	1	1	GCF_044331805.1_ASM4433180v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus	NZ_CAKXYP010000001.1	330667	334456	6.142	1	1	1	1	GCF_935184445.1_ASM93518444v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC020133	NZ_JBEYJX010000006.1	3176	6965	6.142	1	1	1	1	GCF_040703335.1_ASM4070333v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC029786	NZ_JBFAFJ010000003.1	330410	334199	6.142	1	1	1	1	GCF_040648055.1_ASM4064805v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC012598	NZ_JBIBEA010000004.1	355847	359636	6.142	1	1	1	1	GCF_042902305.1_ASM4290230v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC017400	NZ_JBIRMA010000002.1	330607	334396	6.142	1	1	1	1	GCF_044330865.1_ASM4433086v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC017128	NZ_JBIROK010000001.1	691659	695448	6.142	1	1	1	1	GCF_044332165.1_ASM4433216v1_genomic.fna.gz	GCF_040642215.1_ASM4064221v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC015003	NZ_JBIBVT010000002.1	419244	423012	6.1418	1	1	1	1	GCF_043080565.1_ASM4308056v1_genomic.fna.gz	GCF_043080565.1_ASM4308056v1_genomic.fna.gz	dereplication_representative
Streptomyces globisporus NPDC101763	NZ_JBIWMY010000003.1	686056	689819	6.142	1	1	1	1	GCF_044766935.1_ASM4476693v1_genomic.fna.gz	GCF_044766935.1_ASM4476693v1_genomic.fna.gz	dereplication_representative
Streptomyces globisporus NPDC058570	NZ_JBHXOZ010000001.1	88911	92680	6.1416	1	1	1	1	GCF_042718475.1_ASM4271847v1_genomic.fna.gz	GCF_042718475.1_ASM4271847v1_genomic.fna.gz	dereplication_representative
Streptomyces globisporus NPDC059200	NZ_JBHZBC010000001.1	266050	269819	6.1416	1	1	1	1	GCF_042754685.1_ASM4275468v1_genomic.fna.gz	GCF_042718475.1_ASM4271847v1_genomic.fna.gz	redundant
Streptomyces globisporus NPDC007889	NZ_JBIADW010000002.1	639948	643710	6.143	1	1	1	1	GCF_042867985.1_ASM4286798v1_genomic.fna.gz	GCF_042867985.1_ASM4286798v1_genomic.fna.gz	dereplication_representative
Nocardia veterana NBRC 100344	NZ_BAGM01000210.1	4381	13743	6.1646	1	1	1	1	GCF_000308855.1_ASM30885v1_genomic.fna.gz	GCF_963888155.1_ena-yuan-GCF_012396305.1_genomic.fna.gz	redundant
Nocardia veterana	NZ_CAWPHS010000015.1	4504	13866	6.1646	1	1	1	1	GCF_963888155.1_ena-yuan-GCF_012396305.1_genomic.fna.gz	GCF_963888155.1_ena-yuan-GCF_012396305.1_genomic.fna.gz	dereplication_representative
Nocardia veterana DSM 44445	NZ_JAAXPE010000022.1	4504	13866	6.1646	1	1	1	1	GCF_012396305.1_ASM1239630v1_genomic.fna.gz	GCF_963888155.1_ena-yuan-GCF_012396305.1_genomic.fna.gz	redundant
Nocardia veterana NBRC 100344	NZ_CAWLLA010000001.1	4381	13743	6.1646	1	1	1	1	GCF_963861485.1_ena-yuan-GCF_000308855.1_genomic.fna.gz	GCF_963888155.1_ena-yuan-GCF_012396305.1_genomic.fna.gz	redundant
Thermomonospora echinospora DSM 43163	NZ_FNVO01000001.1	792965	795738	5.1091	0	1	1	1	GCF_900108175.1_IMG-taxon_2634166348_annotated_assembly_genomic.fna.gz	GCF_900108175.1_IMG-taxon_2634166348_annotated_assembly_genomic.fna.gz	dereplication_representative
Thermomonospora echinospora DSM 43163	NZ_FNVO01000002.1	308419	312002	6.1405	1	1	1	1	GCF_900108175.1_IMG-taxon_2634166348_annotated_assembly_genomic.fna.gz	GCF_900108175.1_IMG-taxon_2634166348_annotated_assembly_genomic.fna.gz	dereplication_representative
Thermomonospora echinospora DSM 43163	NZ_FNVO01000026.1	7010	10691	6.1436	1	1	1	1	GCF_900108175.1_IMG-taxon_2634166348_annotated_assembly_genomic.fna.gz	GCF_900108175.1_IMG-taxon_2634166348_annotated_assembly_genomic.fna.gz	dereplication_representative
Micromonospora jinlongensis DSM 45876	NZ_JACCHK010000001.1	1808820	1822507	7.1565	1	1	1	1	GCF_013410645.1_ASM1341064v1_genomic.fna.gz	GCF_013410645.1_ASM1341064v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. KC345	NZ_SMKH01000016.1	2166	5873	6.1432	1	1	1	1	GCF_004348515.1_ASM434851v1_genomic.fna.gz	GCF_004348515.1_ASM434851v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. KC345	NZ_SMKH01000264.1	2243	5056	5.1072	0	1	1	1	GCF_004348515.1_ASM434851v1_genomic.fna.gz	GCF_004348515.1_ASM434851v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NEAU-AAG7	NZ_JAHFZY010000002.1	671192	682947	6.1486	1	1	1	1	GCF_018603865.1_ASM1860386v1_genomic.fna.gz	GCF_018603865.1_ASM1860386v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NEAU-AAG7	NZ_JAHFZY010000001.1	1711762	1715367	6.1396	1	1	1	1	GCF_018603865.1_ASM1860386v1_genomic.fna.gz	GCF_018603865.1_ASM1860386v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. 1N219	NZ_JBIRAY010000011.1	182315	194251	6.1465	1	1	1	1	GCF_044326405.1_ASM4432640v1_genomic.fna.gz	GCF_044326405.1_ASM4432640v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. KC06	NZ_SMKT01000049.1	29434	41229	6.1475	1	1	1	1	GCF_004348735.1_ASM434873v1_genomic.fna.gz	GCF_004348735.1_ASM434873v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NPDC047616	NZ_JBEYTB010000015.1	171323	192027	6.1473	1	1	1	1	GCF_040642915.1_ASM4064291v1_genomic.fna.gz	GCF_040642915.1_ASM4064291v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. HBU206391	NZ_JABVEB010000003.1	89683	93318	6.1463	1	1	1	1	GCF_014323665.1_ASM1432366v1_genomic.fna.gz	GCF_014323665.1_ASM1432366v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NBRC 104425	NZ_BSTN01000027.1	50925	72098	6.1471	1	1	1	1	GCF_030269545.1_ASM3026954v1_genomic.fna.gz	GCF_030269545.1_ASM3026954v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. 6N118	NZ_JBIRAZ010000014.1	191230	200684	5.1373	1	1	1	0	GCF_044326415.1_ASM4432641v1_genomic.fna.gz	GCF_044326415.1_ASM4432641v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. WMMA1423	NZ_CP041244.1	4553687	4572416	6.1445	1	1	1	1	GCF_006547145.1_ASM654714v1_genomic.fna.gz	GCF_006547145.1_ASM654714v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. WMMA1423	NZ_CP041244.1	9201082	9211537	3.0934	1	1	0	1	GCF_006547145.1_ASM654714v1_genomic.fna.gz	GCF_006547145.1_ASM654714v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. 7K507	NZ_SMKK01000011.1	54896	58573	6.1418	1	1	1	1	GCF_004348425.1_ASM434842v1_genomic.fna.gz	GCF_004348425.1_ASM434842v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. RB99	NZ_JABMCA010000005.1	57682	61269	6.1454	1	1	1	1	GCF_014706005.1_ASM1470600v1_genomic.fna.gz	GCF_014706005.1_ASM1470600v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. RB99	NZ_JABMCA010000008.1	126555	133448	4.1033	0	1	1	1	GCF_014706005.1_ASM1470600v1_genomic.fna.gz	GCF_014706005.1_ASM1470600v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. RB99	NZ_JABMCA010000008.1	47300	57608	3.0928	1	1	0	1	GCF_014706005.1_ASM1470600v1_genomic.fna.gz	GCF_014706005.1_ASM1470600v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. 7K534	NZ_SMKB01000020.1	27251	36923	5.1341	1	1	1	0	GCF_004348575.1_ASM434857v1_genomic.fna.gz	GCF_004348575.1_ASM434857v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NPDC048394	NZ_JBEZJL010000118.1	7246	10553	4.0792	1	0	1	1	GCF_040651755.1_ASM4065175v1_genomic.fna.gz	GCF_040651755.1_ASM4065175v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NPDC048394	NZ_JBEZJL010000004.1	85895	94495	4.0794	1	0	1	1	GCF_040651755.1_ASM4065175v1_genomic.fna.gz	GCF_040651755.1_ASM4065175v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. 6K520	NZ_SMLC01000023.1	46718	56436	5.1353	1	1	1	0	GCF_004349245.1_ASM434924v1_genomic.fna.gz	GCF_004349245.1_ASM434924v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. GC306	NZ_SMKM01000001.1	99796	109294	5.1359	1	1	1	0	GCF_004348665.1_ASM434866v1_genomic.fna.gz	GCF_004348665.1_ASM434866v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. GTD37	NZ_JBGNUS010000003.1	36922	47231	3.0925	1	1	0	1	GCF_041951365.1_ASM4195136v1_genomic.fna.gz	GCF_041951365.1_ASM4195136v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. GTD37	NZ_JBGNUS010000006.1	468434	470757	4.0812	1	0	1	1	GCF_041951365.1_ASM4195136v1_genomic.fna.gz	GCF_041951365.1_ASM4195136v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NTSP31	NZ_JBGNUT010000026.1	130576	140896	3.0926	1	1	0	1	GCF_041951385.1_ASM4195138v1_genomic.fna.gz	GCF_041951385.1_ASM4195138v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. NPDC023710	NZ_JBFAGB010000024.1	84699	95064	3.0923	1	1	0	1	GCF_040639875.1_ASM4063987v1_genomic.fna.gz	GCF_040639875.1_ASM4063987v1_genomic.fna.gz	dereplication_representative
Actinomadura sp. 9N407	NZ_JBIRAW010000001.1	300807	303591	5.1087	0	1	1	1	GCF_044326315.1_ASM4432631v1_genomic.fna.gz	GCF_044326315.1_ASM4432631v1_genomic.fna.gz	dereplication_representative
Pseudofrankia inefficax EuI1c	NC_014666.1	1646441	1656603	6.1498	1	1	1	1	GCF_000166135.1_ASM16613v1_genomic.fna.gz	GCF_000166135.1_ASM16613v1_genomic.fna.gz	dereplication_representative
Actinomadura fulvescens JCM 6833	NZ_BAAATD010000009.1	65195	67968	5.1085	0	1	1	1	GCF_039533225.1_ASM3953322v1_genomic.fna.gz	GCF_039533225.1_ASM3953322v1_genomic.fna.gz	dereplication_representative
Actinomadura fulvescens DSM 23718	NZ_JAXCGB010000005.1	192549	195322	5.1085	0	1	1	1	GCF_046540475.1_ASM4654047v1_genomic.fna.gz	GCF_039533225.1_ASM3953322v1_genomic.fna.gz	redundant
Streptomyces hokutonensis R1-NS-10	NZ_BARG01000042.1	140697	154488	6.1599	1	1	1	1	GCF_000376565.1_ASM37656v1_genomic.fna.gz	GCF_000376565.1_ASM37656v1_genomic.fna.gz	dereplication_representative
Streptomyces xylophagus NRRL B-12029	NZ_JNWO01000004.1	120954	134750	6.1602	1	1	1	1	GCF_000716435.1_ASM71643v1_genomic.fna.gz	GCF_000716435.1_ASM71643v1_genomic.fna.gz	dereplication_representative
Streptomyces graminofaciens A-8890	NZ_AP018448.1	1787719	1808414	6.1556	1	1	1	1	GCF_030294945.1_SGFS_1.0_genomic.fna.gz	GCF_030294945.1_SGFS_1.0_genomic.fna.gz	dereplication_representative
Micromonospora zamorensis NPDC005240	NZ_JBEXHI010000001.1	840864	854659	7.1577	1	1	1	1	GCF_040607735.1_ASM4060773v1_genomic.fna.gz	GCF_040630075.1_ASM4063007v1_genomic.fna.gz	redundant
Micromonospora zamorensis NPDC005210	NZ_JBEXHS010000001.1	263460	277255	7.1579	1	1	1	1	GCF_040608195.1_ASM4060819v1_genomic.fna.gz	GCF_040630075.1_ASM4063007v1_genomic.fna.gz	readded_by_content
Micromonospora zamorensis NPDC005849	NZ_JBEXWW010000088.1	3498	6265	5.1218	0	1	1	1	GCF_040630075.1_ASM4063007v1_genomic.fna.gz	GCF_040630075.1_ASM4063007v1_genomic.fna.gz	dereplication_representative
Micromonospora zamorensis NPDC005196	NZ_JBIAKY010000001.1	263557	277352	7.1577	1	1	1	1	GCF_042872925.1_ASM4287292v1_genomic.fna.gz	GCF_040630075.1_ASM4063007v1_genomic.fna.gz	redundant
Micromonospora zamorensis NPDC050857	NZ_JBITFX010000004.1	268689	282322	7.1558	1	1	1	1	GCF_044456405.1_ASM4445640v1_genomic.fna.gz	GCF_044456405.1_ASM4445640v1_genomic.fna.gz	dereplication_representative
Micromonospora zamorensis NPDC005199	NZ_JBIAKX010000010.1	4768	18397	7.1557	1	1	1	1	GCF_042872945.1_ASM4287294v1_genomic.fna.gz	GCF_042872945.1_ASM4287294v1_genomic.fna.gz	dereplication_representative
Frankia canadensis	NZ_FZMO01000048.1	6926	14135	6.1441	1	1	1	1	GCF_900197875.1_FRACA_ARgP5_genomic.fna.gz	GCF_900197875.1_FRACA_ARgP5_genomic.fna.gz	dereplication_representative
Frankia canadensis	NZ_FZMO01000171.1	3989	6735	5.1236	0	1	1	1	GCF_900197875.1_FRACA_ARgP5_genomic.fna.gz	GCF_900197875.1_FRACA_ARgP5_genomic.fna.gz	dereplication_representative
Streptomyces lateritius JCM 4389	NZ_BMTO01000002.1	277122	281080	7.1587	1	1	1	1	GCF_014649715.1_ASM1464971v1_genomic.fna.gz	GCF_014649715.1_ASM1464971v1_genomic.fna.gz	dereplication_representative
Streptomyces lateritius JCM 4389	NZ_BMTO01000038.1	582	4375	6.1453	1	1	1	1	GCF_014649715.1_ASM1464971v1_genomic.fna.gz	GCF_014649715.1_ASM1464971v1_genomic.fna.gz	dereplication_representative
Streptomyces lateritius NPDC015755	NZ_JBIBSM010000002.1	409251	413208	7.1597	1	1	1	1	GCF_043077585.1_ASM4307758v1_genomic.fna.gz	GCF_043077585.1_ASM4307758v1_genomic.fna.gz	dereplication_representative
Streptomyces lateritius NPDC015755	NZ_JBIBSM010000025.1	587	4394	6.1455	1	1	1	1	GCF_043077585.1_ASM4307758v1_genomic.fna.gz	GCF_043077585.1_ASM4307758v1_genomic.fna.gz	dereplication_representative
Streptomyces aureoversilis PCU 275	NZ_JBHSKJ010000031.1	7726	13659	7.1682	1	1	1	1	GCF_042657885.1_ASM4265788v1_genomic.fna.gz	GCF_042657885.1_ASM4265788v1_genomic.fna.gz	dereplication_representative
Streptomyces roseifaciens MBT76	NZ_LNBE01000006.1	52108	58085	7.1681	1	1	1	1	GCF_001445655.1_ASM144565v1_genomic.fna.gz	GCF_001445655.1_ASM144565v1_genomic.fna.gz	dereplication_representative
Streptomyces roseifaciens NPDC020012	JBEYAI010000040.1	11876	17811	4.1127	1	1	0	1	GCA_040631635.1_ASM4063163v1_genomic.fna.gz	GCA_040631635.1_ASM4063163v1_genomic.fna.gz	dereplication_representative
Streptomyces roseifaciens NPDC020024	JBEYKA010000040.1	8506	14486	7.1673	1	1	1	1	GCA_040631575.1_ASM4063157v1_genomic.fna.gz	GCA_040631575.1_ASM4063157v1_genomic.fna.gz	dereplication_representative
Streptomyces roseifaciens NPDC020049	JBEYJZ010000062.1	3973	9953	7.1673	1	1	1	1	GCA_040703355.1_ASM4070335v1_genomic.fna.gz	GCA_040631575.1_ASM4063157v1_genomic.fna.gz	redundant
Streptomyces rectiverticillatus B15-08	NZ_CP040752.1	3720032	3726042	7.1677	1	1	1	1	GCF_013394065.1_ASM1339406v1_genomic.fna.gz	GCF_013394065.1_ASM1339406v1_genomic.fna.gz	dereplication_representative
Streptomyces rectiverticillatus B15-08	NZ_CP040752.1	1040851	1044481	6.146	1	1	1	1	GCF_013394065.1_ASM1339406v1_genomic.fna.gz	GCF_013394065.1_ASM1339406v1_genomic.fna.gz	dereplication_representative
Streptomyces chrestomyceticus NPDC020200	NZ_JBIRXD010000037.1	10981	28909	6.1544	1	1	1	1	GCF_044388525.1_ASM4438852v1_genomic.fna.gz	GCF_044388525.1_ASM4438852v1_genomic.fna.gz	dereplication_representative
Parafrankia irregularis DSM 45899	NZ_FAOZ01000027.1	17214	32063	6.1563	1	1	1	1	GCF_001536285.1_IMG-taxon_2634166352_annotated_assembly_genomic.fna.gz	GCF_001536285.1_IMG-taxon_2634166352_annotated_assembly_genomic.fna.gz	dereplication_representative
Parafrankia sp. CH37	NZ_JADBID010000001.1	2944761	2959658	6.1563	1	1	1	1	GCF_014895535.1_ASM1489553v1_genomic.fna.gz	GCF_001536285.1_IMG-taxon_2634166352_annotated_assembly_genomic.fna.gz	redundant
Parafrankia sp. FMc2	NZ_JBFLUG010000026.1	7746	22152	7.1643	1	1	1	1	GCF_041008525.1_ASM4100852v1_genomic.fna.gz	GCF_041008525.1_ASM4100852v1_genomic.fna.gz	dereplication_representative
Parafrankia sp. EUN1f	NZ_ADGX01000029.1	63256	66065	5.1198	0	1	1	1	GCF_000177675.1_ASM17767v1_genomic.fna.gz	GCF_000177675.1_ASM17767v1_genomic.fna.gz	dereplication_representative
Saccharothrix saharensis DSM 45456	NZ_VFPP01000001.1	8196818	8203722	7.1667	1	1	1	1	GCF_006716745.1_ASM671674v1_genomic.fna.gz	GCF_006716745.1_ASM671674v1_genomic.fna.gz	dereplication_representative
Saccharothrix saharensis NPDC006247	NZ_JBIAIA010000003.1	467265	474016	7.1678	1	1	1	1	GCF_042871035.1_ASM4287103v1_genomic.fna.gz	GCF_042871035.1_ASM4287103v1_genomic.fna.gz	dereplication_representative
Saccharothrix saharensis NPDC006247	NZ_JBIAIA010000015.1	111879	115444	6.1445	1	1	1	1	GCF_042871035.1_ASM4287103v1_genomic.fna.gz	GCF_042871035.1_ASM4287103v1_genomic.fna.gz	dereplication_representative
Streptomyces halstedii NPDC087865	NZ_JBIUUO010000001.1	611625	614449	5.1056	0	1	1	1	GCF_044742455.1_ASM4474245v1_genomic.fna.gz	GCF_044330965.1_ASM4433096v1_genomic.fna.gz	redundant
Streptomyces halstedii NPDC087536	NZ_JBIUXE010000015.1	192765	195590	5.1055	0	1	1	1	GCF_044743835.1_ASM4474383v1_genomic.fna.gz	GCF_044330965.1_ASM4433096v1_genomic.fna.gz	readded_by_content
Streptomyces halstedii NPDC056657	NZ_JBHTXC010000002.1	7729	10553	5.1052	0	1	1	1	GCF_042792035.1_ASM4279203v1_genomic.fna.gz	GCF_042721295.1_ASM4272129v1_genomic.fna.gz	redundant
Streptomyces halstedii NPDC058446	NZ_JBHXLN010000011.1	35969	38787	5.1052	0	1	1	1	GCF_042721295.1_ASM4272129v1_genomic.fna.gz	GCF_042721295.1_ASM4272129v1_genomic.fna.gz	dereplication_representative
Streptomyces halstedii NPDC059304	NZ_JBHYYL010000004.1	74809	77633	5.1051	0	1	1	1	GCF_042752795.1_ASM4275279v1_genomic.fna.gz	GCF_042721295.1_ASM4272129v1_genomic.fna.gz	redundant
Streptomyces halstedii NPDC000147	NZ_JBEPGE010000007.1	149810	159194	4.0776	1	0	1	1	GCF_040301765.1_ASM4030176v1_genomic.fna.gz	GCF_044330965.1_ASM4433096v1_genomic.fna.gz	redundant
Streptomyces halstedii NPDC017291	NZ_JBIRMF010000001.1	378721	388105	4.0776	1	0	1	1	GCF_044330965.1_ASM4433096v1_genomic.fna.gz	GCF_044330965.1_ASM4433096v1_genomic.fna.gz	dereplication_representative
Streptomyces halstedii NRRL ISP-5068	NZ_JOAZ01000018.1	35764	45148	4.0776	1	0	1	1	GCF_000720535.1_ASM72053v1_genomic.fna.gz	GCF_044330965.1_ASM4433096v1_genomic.fna.gz	redundant
Streptomyces griseolus S63	NZ_JACGZJ010000006.1	42371	45189	5.1052	0	1	1	1	GCF_026191925.1_ASM2619192v1_genomic.fna.gz	GCF_026191925.1_ASM2619192v1_genomic.fna.gz	dereplication_representative
Streptomyces griseolus NRRL B-2925	NZ_JOFC01000029.1	79989	89373	4.0776	1	0	1	1	GCF_000721185.1_ASM72118v1_genomic.fna.gz	GCF_044330965.1_ASM4433096v1_genomic.fna.gz	redundant
