JSWS02000001.1	GCA_000772595.2
ABCEVS010000001.1	GCA_019817505.1
ABCEVR020000001.1	GCA_019817625.2
ABCEWC010000001.1	GCA_019817785.1
ABCEWA010000001.1	GCA_019817845.1
ABCEYJ010000001.1	GCA_019817955.1
ABCEYL010000001.1	GCA_019817985.1
ABCEYF010000001.1	GCA_019818005.1
ABCEYS010000001.1	GCA_019818245.1
ABCEYO010000001.1	GCA_019818265.1
ABCEYN010000004.1	GCA_019818285.1
ABCEYP010000001.1	GCA_019818365.1
ABCEYQ010000001.1	GCA_019818385.1
ABCEYZ010000001.1	GCA_019818445.1
ABCEYY010000001.1	GCA_019818525.1
ABCEZB010000001.1	GCA_019818545.1
ABCEZC010000001.1	GCA_019818565.1
ABCEZK010000003.1	GCA_019818665.1
ABCEZP010000001.1	GCA_019818865.1
ABCEZW010000001.1	GCA_019818905.1
ABCEZX010000001.1	GCA_019818925.1
ABCEZZ010000002.1	GCA_019818945.1
ABCFAC010000001.1	GCA_019818985.1
ABCFAA010000001.1	GCA_019819005.1
ABCFAB010000001.1	GCA_019819025.1
ABCFAD010000001.1	GCA_019819045.1
ABCFAF010000001.1	GCA_019819085.1
ABCFAH010000001.1	GCA_019819125.1
ABCEWH010000001.1	GCA_019819165.1
ABCEWJ010000001.1	GCA_019819325.1
ABCEWP010000001.1	GCA_019819345.1
ABCEWN010000001.1	GCA_019819365.1
ABCEWU010000001.1	GCA_019819405.1
ABCEWT010000001.1	GCA_019819425.1
ABCEWR010000001.1	GCA_019819445.1
ABCEWS010000010.1	GCA_019819465.1
ABCEWV010000057.1	GCA_019819485.1
ABCEWY010000001.1	GCA_019819505.1
ABCEWW010000036.1	GCA_019819525.1
ABCEWX010000001.1	GCA_019819545.1
ABCEWZ010000001.1	GCA_019819565.1
ABCEXB010000042.1	GCA_019819585.1
ABCEXB010000041.1	GCA_019819585.1
ABCEXA010000001.1	GCA_019819605.1
ABCEXC010000001.1	GCA_019819625.1
ABCEXD010000001.1	GCA_019819645.1
ABCFAJ010000001.1	GCA_019820125.1
ABCFAK010000001.1	GCA_019820165.1
ABCFAN010000001.1	GCA_019820185.1
ABCFAS010000001.1	GCA_019820245.1
ABCFAT010000001.1	GCA_019820265.1
ABCFAR010000001.1	GCA_019820285.1
ABCFAQ010000001.1	GCA_019820325.1
ABCFAO010000001.1	GCA_019820345.1
ABCFAX010000001.1	GCA_019820365.1
ABCFAY010000001.1	GCA_019820385.1
ABCFBB010000014.1	GCA_019820445.1
ABCFBA010000001.1	GCA_019820465.1
ABCFAW010000001.1	GCA_019820485.1
ABCFAV010000001.1	GCA_019820505.1
ABCFCB010000001.1	GCA_019820525.1
ABCFCC010000001.1	GCA_019820545.1
ABCFCI010000001.1	GCA_019820605.1
ABCFCL010000001.1	GCA_019820685.1
ABCFCJ010000001.1	GCA_019820725.1
ABCFCQ010000001.1	GCA_019820805.1
ABCFCN010000001.1	GCA_019820825.1
ABCFCX010000001.1	GCA_019820905.1
ABCFCW010000001.1	GCA_019820945.1
ABCFCY010000001.1	GCA_019820965.1
ABCFCZ010000001.1	GCA_019820985.1
ABCFDC010000001.1	GCA_019821005.1
ABCFDD010000001.1	GCA_019821025.1
ABCFDA010000001.1	GCA_019821045.1
ABCFDB010000001.1	GCA_019821065.1
ABCFDE010000001.1	GCA_019821085.1
ABCFDH010000012.1	GCA_019821105.1
ABCFDG010000001.1	GCA_019821125.1
ABCFDF010000001.1	GCA_019821145.1
ABCFDJ010000001.1	GCA_019821165.1
ABCFDI010000001.1	GCA_019821185.1
ABCFBE010000001.1	GCA_019821205.1
ABCFBF010000010.1	GCA_019821225.1
ABCFBC010000001.1	GCA_019821245.1
ABCFBD010000001.1	GCA_019821265.1
ABCFBG010000001.1	GCA_019821285.1
ABCFBI010000001.1	GCA_019821305.1
ABCFBO010000001.1	GCA_019821325.1
ABCFBJ010000001.1	GCA_019821345.1
ABCFBH010000001.1	GCA_019821365.1
ABCFBK010000001.1	GCA_019821385.1
ABCFBM010000001.1	GCA_019821405.1
ABCFBL010000001.1	GCA_019821425.1
ABCFBS010000001.1	GCA_019821445.1
ABCFBQ010000001.1	GCA_019821465.1
ABCFBP010000001.1	GCA_019821485.1
ABCFBN010000001.1	GCA_019821505.1
ABCFBT010000001.1	GCA_019821565.1
ABCFBV010000001.1	GCA_019821585.1
ABCFBX010000001.1	GCA_019821605.1
ABCFBZ010000001.1	GCA_019821645.1
ABCFBY010000001.1	GCA_019821665.1
ABCFDL010000001.1	GCA_019821705.1
ABCFDK010000001.1	GCA_019821725.1
ABCFDM010000001.1	GCA_019821765.1
ABCFDU010000001.1	GCA_019821965.1
ABCFED010000001.1	GCA_019822105.1
ABCFEH010000001.1	GCA_019822125.1
ABCFEG010000001.1	GCA_019822145.1
ABCFEF010000003.1	GCA_019822165.1
ABCFEN010000001.1	GCA_019822205.1
ABCFEJ010000001.1	GCA_019822225.1
ABCFEI010000001.1	GCA_019822245.1
ABCFEK010000003.1	GCA_019822265.1
ABCFES010000001.1	GCA_019822325.1
ABCFEP010000001.1	GCA_019822345.1
ABCFEM010000001.1	GCA_019822365.1
ABCFER010000001.1	GCA_019822385.1
ABCFEQ010000001.1	GCA_019822405.1
ABCFET010000001.1	GCA_019822425.1
ABCFEV010000001.1	GCA_019822445.1
ABCFEX010000001.1	GCA_019822505.1
ABCFFF010000001.1	GCA_019822525.1
ABCFEY010000001.1	GCA_019822545.1
ABCFFB010000001.1	GCA_019822565.1
ABCFFC010000002.1	GCA_019822585.1
ABCFEZ010000001.1	GCA_019822605.1
ABCFFE010000002.1	GCA_019822645.1
ABCFFA010000001.1	GCA_019822685.1
ABCFFG010000001.1	GCA_019822705.1
ABCFFI010000002.1	GCA_019822745.1
ABCFFM010000001.1	GCA_019822765.1
ABCFFP010000001.1	GCA_019822865.1
ABCFFQ010000001.1	GCA_019822905.1
ABCFFU010000001.1	GCA_019822965.1
ABCFFV010000001.1	GCA_019822985.1
ABCFFX010000001.1	GCA_019823125.1
ABCFFZ010000021.1	GCA_019823175.1
ABCFGA010000001.1	GCA_019823205.1
ABCFFR010000001.1	GCA_019823225.1
ABCFGD010000018.1	GCA_019823285.1
ABCFGF010000001.1	GCA_019823305.1
ABCFGH010000001.1	GCA_019823325.1
ABCFGE010000001.1	GCA_019823345.1
ABCFGG010000010.1	GCA_019823385.1
ABCFGJ010000004.1	GCA_019823405.1
ABCFGI010000001.1	GCA_019823425.1
ABCFGL010000001.1	GCA_019823465.1
ABCFGV010000001.1	GCA_019823585.1
ABCFGU010000001.1	GCA_019823605.1
ABCFGW010000001.1	GCA_019823625.1
ABCFGT010000001.1	GCA_019823685.1
ABCFGP010000001.1	GCA_019823725.1
ABCFHQ010000001.1	GCA_019823985.1
ABCFHR010000001.1	GCA_019824035.1
ABCFHO010000001.1	GCA_019824055.1
ABCFHT010000001.1	GCA_019824075.1
ABCFHU010000001.1	GCA_019824135.1
ABCFHS010000001.1	GCA_019824155.1
ABCFHY010000001.1	GCA_019824175.1
ABCFHX010000001.1	GCA_019824195.1
ABCFHZ010000001.1	GCA_019824235.1
ABCFIA010000002.1	GCA_019824255.1
ABCFIB010000001.1	GCA_019824295.1
ABCFIE010000001.1	GCA_019824315.1
ABCFIF010000001.1	GCA_019824355.1
ABCFIH010000002.1	GCA_019824375.1
ABCFII010000001.1	GCA_019824395.1
ABCFIJ010000001.1	GCA_019824415.1
ABCFIK010000001.1	GCA_019824435.1
ABCFIX010000001.1	GCA_019824585.1
ABCFIL010000001.1	GCA_019824665.1
ABCFIW010000001.1	GCA_019824705.1
ABCFIQ010000001.1	GCA_019824725.1
ABCFJE010000001.1	GCA_019824785.1
ABCFJN010000001.1	GCA_019824845.1
ABCFJG010000001.1	GCA_019824865.1
ABCFJK010000001.1	GCA_019824925.1
ABCFJP010000001.1	GCA_019824945.1
ABCFJL010000003.1	GCA_019824965.1
ABCFJR010000001.1	GCA_019824985.1
ABCFLI010000001.1	GCA_019825025.1
ABCFLK010000001.1	GCA_019825055.1
ABCFLJ010000001.1	GCA_019825075.1
ABCFLL010000001.1	GCA_019825115.1
ABCFLO010000001.1	GCA_019825195.1
ABCFLQ010000001.1	GCA_019825215.1
ABCFLR010000001.1	GCA_019825255.1
ABCFLY010000001.1	GCA_019825385.1
ABCFMB010000001.1	GCA_019825405.1
ABCFLZ010000001.1	GCA_019825445.1
ABCFMI010000001.1	GCA_019825565.1
ABCFML010000001.1	GCA_019825665.1
ABCFMN010000004.1	GCA_019825705.1
ABCFMU010000001.1	GCA_019825785.1
ABCFMT010000064.1	GCA_019825815.1
ABCFMX010000001.1	GCA_019826005.1
ABCFNB010000001.1	GCA_019826145.1
ABCFNC010000011.1	GCA_019826225.1
ABCFND010000012.1	GCA_019826245.1
ABCFNL010000001.1	GCA_019826405.1
ABCFGX010000001.1	GCA_019826425.1
ABCFHB010000001.1	GCA_019826505.1
ABCFHD010000001.1	GCA_019826525.1
ABCFHC010000001.1	GCA_019826545.1
ABCFHE010000001.1	GCA_019826565.1
ABCFHF010000003.1	GCA_019826585.1
ABCFHG010000001.1	GCA_019826605.1
ABCFHJ010000002.1	GCA_019826625.1
ABCFHI010000001.1	GCA_019826665.1
ABCFHL010000001.1	GCA_019826725.1
ABCFIT010000001.1	GCA_019826765.1
ABCFIU010000001.1	GCA_019826785.1
ABCFIV010000001.1	GCA_019826805.1
ABCFJO010000001.1	GCA_019826825.1
ABCFJT010000001.1	GCA_019826845.1
ABCFJQ010000001.1	GCA_019826865.1
ABCFJU010000003.1	GCA_019826925.1
ABCFJY010000001.1	GCA_019826965.1
ABCFJZ010000001.1	GCA_019827025.1
ABCFKD010000006.1	GCA_019827065.1
ABCFKF010000001.1	GCA_019827105.1
ABCFKK010000001.1	GCA_019827205.1
ABCFKO010000001.1	GCA_019827285.1
ABCFKU010000001.1	GCA_019827385.1
ABCFKT010000001.1	GCA_019827405.1
ABCFKZ010000001.1	GCA_019827545.1
ABCFKV010000001.1	GCA_019827575.1
ABCFKW010000001.1	GCA_019827605.1
ABCFLB010000001.1	GCA_019827665.1
ABCFLC010000001.1	GCA_019827685.1
ABCFLD010000001.1	GCA_019827705.1
ABCFLG010000001.1	GCA_019827745.1
ABCFLA010000001.1	GCA_019827765.1
ABCFNP010000001.1	GCA_019827785.1
ABCFNY010000001.1	GCA_019828025.1
ABCFOC010000001.1	GCA_019828105.1
ABCFOD010000037.1	GCA_019828125.1
ABCFON010000001.1	GCA_019828325.1
ABCFOY010000001.1	GCA_019828675.1
ABCFPD010000001.1	GCA_019828815.1
ABCFPF010000001.1	GCA_019829005.1
ABCFPL010000001.1	GCA_019829065.1
ABCFPK010000022.1	GCA_019829085.1
ABCFPP010000001.1	GCA_019829145.1
ABCFPY010000001.1	GCA_019829185.1
ABCFPW010000001.1	GCA_019829265.1
ABCFQI010000001.1	GCA_019829465.1
ABCFQK010000001.1	GCA_019829525.1
ABCFQN010000010.1	GCA_019829565.1
ABCFQP010000001.1	GCA_019829665.1
ABCFQS010000001.1	GCA_019829685.1
ABCFRA010000001.1	GCA_019829825.1
ABCFRB010000001.1	GCA_019829905.1
ABCFRE010000001.1	GCA_019829945.1
ABCFRG010000021.1	GCA_019830025.1
ABCFRM010000001.1	GCA_019830185.1
ABCFRN010000001.1	GCA_019830265.1
ABCFRO010000003.1	GCA_019830935.1
ABCFYC010000001.1	GCA_019833765.1
ABCFYA010000001.1	GCA_019833785.1
DAEUTK010000001.1	GCA_019861885.1
DAEVFM010000002.1	GCA_019864305.1
DAEVBL010000019.1	GCA_019864605.1
DAEVCD010000001.1	GCA_019864965.1
DAEUZS010000032.1	GCA_019866705.1
DAEUXU010000027.1	GCA_019868505.1
DAEUXZ010000035.1	GCA_019868605.1
DAEVJI010000004.1	GCA_019870285.1
DAEUWD010000002.1	GCA_019872505.1
DAEVJS010000001.1	GCA_019876865.1
ABCHGZ010000001.1	GCA_019881665.1
ABCHHF010000001.1	GCA_019881745.1
ABCHHC010000001.1	GCA_019881845.1
ABCHJX010000001.1	GCA_019884145.1
ABCHJV010000001.1	GCA_019884165.1
ABCHJU010000001.1	GCA_019884205.1
ABCHMO010000001.1	GCA_019887905.1
ABCHMP010000001.1	GCA_019887925.1
ABCHMR010000001.1	GCA_019887965.1
ABCHMQ010000001.1	GCA_019887985.1
ABCHRT010000001.1	GCA_019890795.1
ABCHRV010000002.1	GCA_019891655.1
ABCHRX010000006.1	GCA_019891715.1
ABCHYW010000001.1	GCA_019897705.1
ABCHYX010000001.1	GCA_019897765.1
ABCIOG010000001.1	GCA_019906575.1
ABCIOK010000001.1	GCA_019906595.1
ABCIOM010000001.1	GCA_019906715.1
ABCIOU010000025.1	GCA_019906915.1
ABCIPB010000001.1	GCA_019907075.1
ABCIPR010000001.1	GCA_019907395.1
ABCIPV010000001.1	GCA_019907455.1
ABCIPU010000001.1	GCA_019907475.1
ABCIPX010000001.1	GCA_019907495.1
ABCIQA010000001.1	GCA_019907595.1
ABCISC010000001.1	GCA_019908595.1
ABCIWM010000001.1	GCA_019916725.1
ABCIWV010000003.1	GCA_019916805.1
ABCIWW010000031.1	GCA_019916825.1
ABCIWW010000013.1	GCA_019916825.1
ABCIWZ010000082.1	GCA_019916845.1
ABCIWX010000089.1	GCA_019916865.1
ABCIXA010000002.1	GCA_019916885.1
ABCIWY010000001.1	GCA_019916905.1
ABCIXD010000031.1	GCA_019916925.1
ABCIXC010000001.1	GCA_019916985.1
ABCIXI010000001.1	GCA_019917125.1
ABCJGI010000001.1	GCA_019929065.1
ABCJGL010000001.1	GCA_019931415.1
ABCJGM010000012.1	GCA_019931435.1
ABCJGO010000001.1	GCA_019931535.1
ABCJQQ010000001.1	GCA_019937035.1
ABCJQW010000011.1	GCA_019937075.1
ABCJQV010000001.1	GCA_019937115.1
ABCJRQ010000001.1	GCA_019937495.1
ABCJUY010000002.1	GCA_019939315.1
ABCJWL010000001.1	GCA_019939955.1
ABCJWK010000001.1	GCA_019939975.1
ABCJZQ010000001.1	GCA_019941715.1
ABCLGW010000001.1	GCA_019960935.1
ABCLJL010000001.1	GCA_019963155.1
ABCMGN010000001.1	GCA_019994805.1
ABCMOA010000001.1	GCA_020000725.1
ABCMRN010000001.1	GCA_020005645.1
ABCNGP010000003.1	GCA_020018135.1
ABCNQT010000001.1	GCA_020023935.1
ABCOBY010000001.1	GCA_020042085.1
ABCOEM010000001.1	GCA_020043625.1
ABCOHC010000001.1	GCA_020045065.1
ABCOHM010000001.1	GCA_020045205.1
ABCOHZ010000001.1	GCA_020045545.1
ABCOLG010000001.1	GCA_020058065.1
ABCOLF010000001.1	GCA_020058125.1
ABCOUN010000038.1	GCA_020069165.1
ABCOXD010000001.1	GCA_020076525.1
ABCOXE010000001.1	GCA_020076705.1
ABCOXL010000001.1	GCA_020076865.1
ABCOXX010000001.1	GCA_020077105.1
ABCPAU010000036.1	GCA_020078465.1
ABCPYV010000001.1	GCA_020096395.1
ABCQSW010000001.1	GCA_020125135.1
ABADKD010000001.1	GCA_020138935.1
ABCRIQ010000001.1	GCA_020142225.1
ABCRPM010000001.1	GCA_020150615.1
ABCRUL010000001.1	GCA_020153265.1
ABCRUO010000001.1	GCA_020153305.1
ABCRUN010000001.1	GCA_020153325.1
ABCRUP010000001.1	GCA_020153345.1
ABCRUM010000003.1	GCA_020153365.1
ABCRUR010000001.1	GCA_020153385.1
ABCRUS010000001.1	GCA_020153405.1
ABCRUQ010000001.1	GCA_020153425.1
ABCRUU010000001.1	GCA_020153445.1
ABCRUT010000005.1	GCA_020153465.1
ABCRUV010000002.1	GCA_020153485.1
ABCRUW010000008.1	GCA_020153505.1
ABCRUZ010000030.1	GCA_020153545.1
ABCRUX010000035.1	GCA_020153565.1
ABCRUY010000003.1	GCA_020153585.1
ABCRVB010000001.1	GCA_020153605.1
ABCRVD010000001.1	GCA_020153625.1
ABCRVG010000002.1	GCA_020153645.1
ABCRVC010000003.1	GCA_020153665.1
ABCRVF010000001.1	GCA_020153685.1
ABCRVI010000001.1	GCA_020153705.1
ABCRVE010000002.1	GCA_020153725.1
ABCRVH010000020.1	GCA_020153745.1
ABCRVL010000002.1	GCA_020153765.1
ABCRVM010000001.1	GCA_020153785.1
ABCRVJ010000001.1	GCA_020153805.1
ABCRVN010000002.1	GCA_020153825.1
ABCRVK010000001.1	GCA_020153845.1
ABCRVO010000002.1	GCA_020153885.1
ABCRVR010000001.1	GCA_020153905.1
ABCRVS010000073.1	GCA_020153925.1
ABCRVT010000001.1	GCA_020153945.1
ABCRVQ010000034.1	GCA_020153965.1
ABCRLX010000001.1	GCA_020155915.1
ABCRMA010000001.1	GCA_020156015.1
ABCRMB010000002.1	GCA_020156075.1
ABCRMH010000001.1	GCA_020156115.1
ABCROA010000010.1	GCA_020157035.1
ABCRZV010000001.1	GCA_020170175.1
ABCSCS010000034.1	GCA_020181295.1
DAEYWS010000002.1	GCA_020182715.1
DAEYXD010000031.1	GCA_020182825.1
DAEYXH010000040.1	GCA_020182955.1
DAEYYD010000025.1	GCA_020183195.1
DAEYXX010000062.1	GCA_020183255.1
DAEYXX010000066.1	GCA_020183255.1
DAEYXU010000046.1	GCA_020183355.1
DAEYXW010000112.1	GCA_020183395.1
DAEYYK010000077.1	GCA_020183475.1
DAEYYM010000109.1	GCA_020183595.1
DAEYYV010000034.1	GCA_020183675.1
DAEYYS010000053.1	GCA_020183695.1
DAEYZA010000067.1	GCA_020183715.1
DAEYZC010000016.1	GCA_020183875.1
DAEZAF010000061.1	GCA_020184505.1
DAEZAK010000025.1	GCA_020184645.1
DAEZBE010000026.1	GCA_020185065.1
DAEZBA010000001.1	GCA_020185105.1
DAEZBS010000034.1	GCA_020185265.1
DAEZBP010000045.1	GCA_020185385.1
DAEZBV010000051.1	GCA_020185465.1
DAEZBX010000093.1	GCA_020185545.1
DAEZCT010000013.1	GCA_020185895.1
DAEZCX010000062.1	GCA_020186035.1
DAEZCW010000141.1	GCA_020186055.1
DAEZDB010000031.1	GCA_020186205.1
DAEZDV010000020.1	GCA_020186575.1
DAEZDV010000007.1	GCA_020186575.1
DAEZDS010000051.1	GCA_020186615.1
DAEZDW010000026.1	GCA_020186675.1
DAEZDW010000023.1	GCA_020186675.1
DAEZEQ010000075.1	GCA_020186975.1
DAEZET010000028.1	GCA_020187095.1
DAEZEV010000047.1	GCA_020187155.1
DAEZFC010000008.1	GCA_020187175.1
DAEZEY010000008.1	GCA_020187215.1
DAEZFK010000003.1	GCA_020187375.1
DAEZFS010000054.1	GCA_020187595.1
DAEZFX010000023.1	GCA_020187655.1
DAEZGA010000020.1	GCA_020187795.1
DAEZFY010000093.1	GCA_020187835.1
DAEZGO010000019.1	GCA_020187995.1
DAEZGT010000002.1	GCA_020188075.1
ABCSGH010000081.1	GCA_020189455.1
ABCSGI010000001.1	GCA_020189475.1
ABCSGJ010000084.1	GCA_020189515.1
ABCSHI010000034.1	GCA_020190075.1
ABCSHK010000047.1	GCA_020190135.1
ABCSHO010000050.1	GCA_020190175.1
ABCSIJ010000001.1	GCA_020190525.1
ABCSIT010000064.1	GCA_020190825.1
ABCSIR010000001.1	GCA_020190845.1
ABCSIU010000046.1	GCA_020190965.1
ABCSIU010000007.1	GCA_020190965.1
ABCSJD010000001.1	GCA_020191025.1
ABCSJL010000001.1	GCA_020191145.1
ABCSJP010000005.1	GCA_020191345.1
ABCSKF010000001.1	GCA_020191705.1
DAEZIK010000046.1	GCA_020192455.1
DAEZIN010000025.1	GCA_020192515.1
DAEZIT010000002.1	GCA_020192655.1
ABCSKQ010000001.1	GCA_020192755.1
DAEZJC010000060.1	GCA_020192815.1
DAEZJG010000024.1	GCA_020193035.1
DAEZJT010000002.1	GCA_020193275.1
DAEZKY010000046.1	GCA_020194415.1
DAEZLO010000022.1	GCA_020194735.1
DAEZLR010000003.1	GCA_020194855.1
DAEZMN010000021.1	GCA_020195235.1
DAEZMW010000042.1	GCA_020195515.1
DAEZNB010000047.1	GCA_020195615.1
DAEZND010000174.1	GCA_020195675.1
DAEZNJ010000077.1	GCA_020195795.1
DAEZNI010000047.1	GCA_020195815.1
DAEZNI010000052.1	GCA_020195815.1
DAEZNT010000040.1	GCA_020196055.1
DAEZNV010000062.1	GCA_020196075.1
DAEZOD010000002.1	GCA_020196235.1
DAEZOR010000001.1	GCA_020196475.1
DAEZOW010000072.1	GCA_020196505.1
DAEZOW010000075.1	GCA_020196505.1
DAEZPJ010000042.1	GCA_020196615.1
DAEZPC010000047.1	GCA_020196675.1
DAEZOY010000071.1	GCA_020196735.1
DAEZQI010000123.1	GCA_020197335.1
DAEZQM010000095.1	GCA_020197355.1
DAEZQS010000024.1	GCA_020197715.1
DAEZQX010000033.1	GCA_020197775.1
DAEZQX010000026.1	GCA_020197775.1
DAEZQY010000078.1	GCA_020197855.1
DAEZQY010000091.1	GCA_020197855.1
DAEZRB010000041.1	GCA_020197875.1
DAEZRL010000032.1	GCA_020198175.1
DAEZRP010000048.1	GCA_020198215.1
DAEZSL010000063.1	GCA_020198575.1
DAEZSZ010000159.1	GCA_020198855.1
DAEZTL010000036.1	GCA_020199175.1
DAEZTR010000028.1	GCA_020199295.1
DAEZTR010000042.1	GCA_020199295.1
ABCSLO010000001.1	GCA_020201835.1
ABCSLY010000022.1	GCA_020201975.1
ABCSLX020000004.1	GCA_020201995.2
ABCSMV010000001.1	GCA_020202455.1
ABCSMU010000001.1	GCA_020202535.1
ABCSMT010000046.1	GCA_020202555.1
DAEZUW010000048.1	GCA_020202705.1
DAEZUR010000096.1	GCA_020202815.1
DAEZUX010000099.1	GCA_020202875.1
DAEZUX010000104.1	GCA_020202875.1
DAEZVY010000065.1	GCA_020203375.1
DAEZWI010000037.1	GCA_020203925.1
DAEZWS010000037.1	GCA_020204905.1
DAEZWT010000060.1	GCA_020204915.1
ABCSUG010000001.1	GCA_020207665.1
ABCSUE010000001.1	GCA_020207745.1
ABCSWH010000001.1	GCA_020208705.1
ABCSWC010000001.1	GCA_020208825.1
ABCSWR010000001.1	GCA_020209065.1
DAEZWW010000030.1	GCA_020209805.1
ABCSYH010000001.1	GCA_020209985.1
DAEZXB010000001.1	GCA_020210505.1
DAEZXL010000033.1	GCA_020210725.1
DAEZXM010000034.1	GCA_020210765.1
ABCTAN010000011.1	GCA_020211405.1
ABCTAR010000011.1	GCA_020211605.1
ABCTAS010000001.1	GCA_020211625.1
ABCTAU010000003.1	GCA_020211645.1
ABCTAU010000015.1	GCA_020211645.1
ABCTAQ010000041.1	GCA_020211665.1
ABCTAT010000003.1	GCA_020211685.1
ABCTAW010000005.1	GCA_020211705.1
ABCTAV010000001.1	GCA_020211725.1
ABCTAY010000001.1	GCA_020211745.1
ABCTAX010000007.1	GCA_020211765.1
ABCTAZ010000001.1	GCA_020211885.1
ABCTBA010000008.1	GCA_020211905.1
ABCTDA010000002.1	GCA_020212885.1
ABCTEO010000001.1	GCA_020213645.1
ABCTEW010000007.1	GCA_020213825.1
ABCTFC010000001.1	GCA_020213925.1
ABCTFJ010000001.1	GCA_020214085.1
ABCTFR010000003.1	GCA_020214145.1
ABCTGA010000037.1	GCA_020214405.1
DAEZXW010000092.1	GCA_020214845.1
ABCTHC010000002.1	GCA_020215065.1
ABCTHY010000001.1	GCA_020218495.1
ABCTIM010000001.1	GCA_020218675.1
ABCUNN010000001.1	GCA_020236235.1
ABCUNO010000001.1	GCA_020236335.1
ABCUOS010000001.1	GCA_020236815.1
ABCUZQ010000001.1	GCA_020242625.1
ABCUZR010000002.1	GCA_020242645.1
ABCVCY010000001.1	GCA_020244345.1
ABCVHI010000001.1	GCA_020257805.1
ABCVHJ010000001.1	GCA_020257845.1
ABCVJB010000001.1	GCA_020258805.1
ABCVJC010000001.1	GCA_020258925.1
ABCVLW010000001.1	GCA_020260325.1
ABCVMU010000002.1	GCA_020260925.1
ABCVVD010000001.1	GCA_020265325.1
ABCWNX010000001.1	GCA_020277125.1
ABCXGI010000001.1	GCA_020288385.1
ABCXJD010000001.1	GCA_020290045.1
ABCXJE010000002.1	GCA_020290065.1
ABCXJY010000078.1	GCA_020290505.1
ABCZCX010000077.1	GCA_020321155.1
ABCZDT010000001.1	GCA_020321515.1
ABCZEC010000001.1	GCA_020321615.1
ABCZLL010000001.1	GCA_020325515.1
ABCZOA010000001.1	GCA_020326835.1
ABCZTO010000001.1	GCA_020333075.1
ABCZVK010000001.1	GCA_020334125.1
ABCZYY010000001.1	GCA_020338175.1
ABDBAD010000016.1	GCA_020357225.1
ABDDCL010000001.1	GCA_020391065.1
ABDDEI010000013.1	GCA_020392085.1
ABDDIS010000001.1	GCA_020394525.1
ABDDOC010000001.1	GCA_020397305.1
ABDDSR010000021.1	GCA_020399685.1
ABDDTI010000037.1	GCA_020400065.1
ABDDTO010000001.1	GCA_020400145.1
ABDDWO010000001.1	GCA_020407305.1
ABDDXI010000001.1	GCA_020407635.1
ABDDXK010000001.1	GCA_020407725.1
ABDDXO010000001.1	GCA_020407745.1
ABDDXP010000001.1	GCA_020407785.1
ABDDXN010000001.1	GCA_020407805.1
ABDDXT010000008.1	GCA_020407865.1
ABDDXR010000001.1	GCA_020407885.1
ABDDYC010000002.1	GCA_020408225.1
ABDDYD010000001.1	GCA_020408265.1
ABDDYF010000001.1	GCA_020408285.1
ABDDYQ010000003.1	GCA_020408325.1
ABDDYR010000046.1	GCA_020408365.1
ABDDYP010000036.1	GCA_020408385.1
ABDDYT010000082.1	GCA_020408505.1
ABDDZZ010000002.1	GCA_020409165.1
ABDEDY010000001.1	GCA_020411245.1
ABDEDZ010000001.1	GCA_020411285.1
ABDEEC010000001.1	GCA_020411385.1
ABDEED010000001.1	GCA_020411405.1
ABDEEH010000001.1	GCA_020411465.1
ABDEEE010000001.1	GCA_020411485.1
ABDEEF010000001.1	GCA_020411505.1
ABDEEL010000001.1	GCA_020411525.1
ABDEEI010000001.1	GCA_020411545.1
ABDEEM010000001.1	GCA_020411585.1
ABDEEN010000001.1	GCA_020411605.1
ABDEFQ010000001.1	GCA_020412185.1
ABDEML010000001.1	GCA_020415905.1
ABDEMR010000001.1	GCA_020415945.1
ABDEMT010000001.1	GCA_020416005.1
ABDEMV010000001.1	GCA_020416045.1
ABDEMW010000018.1	GCA_020416065.1
ABDERQ010000001.1	GCA_020433065.1
JAHMAS010000001.1	GCA_020454225.1
JAHMBC010000001.1	GCA_020454605.1
JAHMBD010000001.1	GCA_020454685.1
JAHMBE010000001.1	GCA_020454755.1
JAHMBW010000001.1	GCA_020455235.1
JAHMCI010000001.1	GCA_020455475.1
JAHMCJ010000001.1	GCA_020455505.1
JAHMDA010000001.1	GCA_020455805.1
JAHMDQ010000001.1	GCA_020456155.1
JAHMDT010000001.1	GCA_020456205.1
JAHMDV010000001.1	GCA_020456255.1
JAHMDX010000001.1	GCA_020456285.1
JAHMDZ010000002.1	GCA_020456315.1
JAHMDY010000002.1	GCA_020456335.1
JAHMED010000001.1	GCA_020456375.1
JAHMEA010000001.1	GCA_020456385.1
JAHMEE010000003.1	GCA_020456435.1
JAHMEJ010000001.1	GCA_020456535.1
JAHMEL010000001.1	GCA_020456635.1
JAHMET010000001.1	GCA_020456805.1
JAHMER010000001.1	GCA_020456815.1
JAHMEV010000001.1	GCA_020456875.1
JAHMEW010000001.1	GCA_020456995.1
JAHMEX010000001.1	GCA_020457005.1
JAHMFE010000001.1	GCA_020457135.1
JAHMFC010000001.1	GCA_020457155.1
ABDFNE010000001.1	GCA_020460725.1
ABDFQO010000020.1	GCA_020462405.1
ABDFQM010000046.1	GCA_020462425.1
ABDFQL010000001.1	GCA_020462485.1
ABDFQP010000018.1	GCA_020462525.1
ABDFQR010000032.1	GCA_020462545.1
ABDFQQ010000001.1	GCA_020462565.1
ABDFQS010000001.1	GCA_020462605.1
