	Organism	Scaffold	Start	End	Score	STS_Dehydrogenase	STS_E1-like	STS_StsA	STS_YcaO	assembly_file	representative	dereplication_status
667	Staphylococcus aureus S43904-2017	DAKZPY010000001.1	425790	428918	3.1681	1	1	0	1	GCA_026882905.1_PDT001524964.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
668	Staphylococcus aureus S51002-2017	DAKZPZ010000003.1	274924	278052	3.1681	1	1	0	1	GCA_026882885.1_PDT001524959.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
669	Staphylococcus aureus S43902-2017	DAKZQG010000003.1	70785	73913	3.1681	1	1	0	1	GCA_026883595.1_PDT001524966.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
670	Staphylococcus aureus S53523-2017	DAKZQI010000001.1	496229	499357	3.1681	1	1	0	1	GCA_026883665.1_PDT001524925.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
671	Staphylococcus aureus S62607-2017	DAKZQK010000001.1	264750	267878	3.1681	1	1	0	1	GCA_026883705.1_PDT001524921.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
672	Staphylococcus aureus S42802-2015	DAKZQN010000040.1	325	3453	3.1681	1	1	0	1	GCA_026883785.1_PDT001524915.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
673	Staphylococcus aureus S20616-2015	DAKZQO010000002.1	1101	4229	3.1681	1	1	0	1	GCA_026883765.1_PDT001524913.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
674	Staphylococcus aureus S51017-2015	DAKZQW010000044.1	79	3207	3.1681	1	1	0	1	GCA_026883945.1_PDT001524903.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
675	Staphylococcus aureus S20902-2016	DAKZRC010000002.1	324	3452	3.1681	1	1	0	1	GCA_026884065.1_PDT001524882.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
676	Staphylococcus aureus S53501-2015	DAKZRF010000001.1	568	3696	3.1681	1	1	0	1	GCA_026884105.1_PDT001524877.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
677	Staphylococcus aureus S62621-2017	DAKZRQ010000003.1	230810	233938	3.1681	1	1	0	1	GCA_026884345.1_PDT001524845.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
678	Staphylococcus aureus S63305-2017	DAKZRS010000002.1	274869	277997	3.1681	1	1	0	1	GCA_026884365.1_PDT001524840.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
679	Staphylococcus aureus S63307-2017	DAKZRT010000002.1	70753	73881	3.1681	1	1	0	1	GCA_026884405.1_PDT001524838.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
680	Staphylococcus aureus S63308-2017	DAKZRU010000001.1	425752	428880	3.1681	1	1	0	1	GCA_026884425.1_PDT001524837.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
681	Staphylococcus aureus S63317-2017	DAKZRV010000001.1	449515	452643	3.1681	1	1	0	1	GCA_026884445.1_PDT001524830.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
682	Staphylococcus aureus S63702-2017	DAKZRX010000003.1	275051	278179	3.1681	1	1	0	1	GCA_026884485.1_PDT001524828.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
683	Staphylococcus aureus S63727-2017	DAKZRZ010000001.1	542493	545621	3.1681	1	1	0	1	GCA_026884545.1_PDT001524825.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
684	Staphylococcus aureus S64002-2017	DAKZSA010000003.1	274868	277996	3.1681	1	1	0	1	GCA_026884565.1_PDT001524823.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
685	Staphylococcus aureus S41104-2016	DAKZSO010000046.1	1105	4233	3.1681	1	1	0	1	GCA_026885725.1_PDT001525073.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
686	Staphylococcus aureus S20803-2017	DAKZSP010000001.1	425759	428887	3.1681	1	1	0	1	GCA_026885785.1_PDT001525006.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
687	Staphylococcus aureus S32102-2017	DAKZSQ010000001.1	425759	428887	3.1681	1	1	0	1	GCA_026885825.1_PDT001524993.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
688	Staphylococcus aureus S64001-2017	DAKZSX010000001.1	70763	73891	3.1681	1	1	0	1	GCA_026885945.1_PDT001524824.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
689	Staphylococcus aureus S63713-2017	DAKZSW010000001.1	424362	427490	3.1681	1	1	0	1	GCA_026885925.1_PDT001524826.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
690	Staphylococcus aureus H133040547	DALNGD010000007.1	23300	26428	3.1683	1	1	0	1	GCA_027198805.1_PDT001540687.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
691	Staphylococcus aureus ST93	DALNRX010000001.1	542337	545465	3.1681	1	1	0	1	GCA_027205065.1_PDT001541587.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
692	Staphylococcus aureus ST93	DALNSG010000003.1	274997	278125	3.1681	1	1	0	1	GCA_027205245.1_PDT001541383.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
693	Staphylococcus aureus ST93	DALNWO010000001.1	274925	278053	3.1678	1	1	0	1	GCA_027207545.1_PDT001541284.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
694	Staphylococcus aureus ST93	DALNXR010000001.1	542342	545470	3.1678	1	1	0	1	GCA_027208095.1_PDT001541492.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
695	Staphylococcus aureus ASASM434	DALQSG010000004.1	131839	134967	3.1683	1	1	0	1	GCA_027280785.1_PDT001546504.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
696	Staphylococcus aureus ASASM286	DALQYH010000002.1	70726	73854	3.1683	1	1	0	1	GCA_027283885.1_PDT001546343.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
697	Staphylococcus aureus ASASM361	DALRAR010000002.1	70733	73861	3.1683	1	1	0	1	GCA_027285085.1_PDT001546282.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
698	Staphylococcus aureus ASASM360	DALRAP010000002.1	70733	73861	3.1683	1	1	0	1	GCA_027285125.1_PDT001546281.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
699	Staphylococcus aureus ASASM192	DALRCQ010000001.1	105000	108128	3.1683	1	1	0	1	GCA_027286565.1_PDT001546228.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
700	Staphylococcus aureus ASASM185	DALRCW010000002.1	70726	73854	3.1683	1	1	0	1	GCA_027286685.1_PDT001546222.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
701	Staphylococcus aureus ASASM172	DALRDE010000002.1	70725	73853	3.1683	1	1	0	1	GCA_027286865.1_PDT001546213.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
702	Staphylococcus aureus ASASM141	DALREI010000002.1	70725	73853	3.1683	1	1	0	1	GCA_027287445.1_PDT001546185.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
703	Staphylococcus aureus ASASM142	DALREF010000002.1	70725	73853	3.1683	1	1	0	1	GCA_027287385.1_PDT001546186.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
704	Staphylococcus aureus ASASM49	DALRHE010000002.1	70733	73861	3.1683	1	1	0	1	GCA_027288905.1_PDT001546110.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
705	Staphylococcus aureus 20121889	DALRUI010000009.1	5939	9067	3.1683	1	1	0	1	GCA_027301325.1_PDT001547165.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
706	Staphylococcus aureus 20121894	DALRVQ010000005.1	85343	88471	3.1683	1	1	0	1	GCA_027302065.1_PDT001547167.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
707	Staphylococcus aureus 20120974	DALRWL010000006.1	111953	115081	3.1683	1	1	0	1	GCA_027302425.1_PDT001546901.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
708	Staphylococcus aureus 20120494	DALRXX010000008.1	58215	61343	3.1683	1	1	0	1	GCA_027303205.1_PDT001546776.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
709	Staphylococcus aureus 20123381	DALSAI010000007.1	85336	88464	3.1683	1	1	0	1	GCA_027304445.1_PDT001547272.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
710	Staphylococcus aureus 20121602	DALSCI010000004.1	85343	88471	3.1683	1	1	0	1	GCA_027305505.1_PDT001547088.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
711	Staphylococcus aureus 20121910	DALSCW010000003.1	85336	88464	3.1683	1	1	0	1	GCA_027305825.1_PDT001547173.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
712	Staphylococcus aureus 20123574	DALSDP010000005.1	85233	88361	3.1683	1	1	0	1	GCA_027340365.1_PDT001547524.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
713	Staphylococcus aureus 20123499	DALSES010000007.1	85325	88453	3.1683	1	1	0	1	GCA_027344645.1_PDT001547505.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
714	Staphylococcus aureus 20123400	DALSME010000005.1	85336	88464	3.1683	1	1	0	1	GCA_027358365.1_PDT001547281.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
715	Staphylococcus aureus 20123380	DALSMJ010000007.1	85221	88349	3.1683	1	1	0	1	GCA_027358545.1_PDT001547271.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
716	Staphylococcus aureus 20123241	DALSNV010000008.1	85343	88471	3.1683	1	1	0	1	GCA_027359335.1_PDT001547236.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
717	Staphylococcus aureus 20121929	DALSPU010000005.1	138380	141508	3.1683	1	1	0	1	GCA_027361475.1_PDT001547178.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
718	Staphylococcus aureus 20121593	DALSRY010000003.1	85336	88464	3.1683	1	1	0	1	GCA_027362635.1_PDT001547085.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
719	Staphylococcus aureus 20121595	DALSRX010000006.1	85336	88464	3.1683	1	1	0	1	GCA_027362655.1_PDT001547086.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
720	Staphylococcus aureus 20121399	DALSTH010000006.1	85343	88471	3.1683	1	1	0	1	GCA_027461315.1_PDT001547028.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
721	Staphylococcus aureus 20121311	DALSUE010000008.1	43284	46412	3.1683	1	1	0	1	GCA_027461745.1_PDT001547000.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
722	Staphylococcus aureus 20121198	DALSVB010000007.1	85228	88356	3.1683	1	1	0	1	GCA_027462205.1_PDT001546966.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
723	Staphylococcus aureus 20120919	DALSWX010000009.1	85336	88464	3.1683	1	1	0	1	GCA_027463125.1_PDT001546885.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
724	Staphylococcus aureus 20120833	DALSXP010000007.1	85336	88464	3.1683	1	1	0	1	GCA_027463485.1_PDT001546863.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
725	Staphylococcus aureus 20120478	DALTAE010000006.1	85221	88349	3.1683	1	1	0	1	GCA_027464865.1_PDT001546771.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
726	Staphylococcus aureus 20120641	DALSZB010000006.1	85336	88464	3.1683	1	1	0	1	GCA_027464545.1_PDT001546811.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
727	Staphylococcus aureus 20120412	DALTAV010000005.1	85343	88471	3.1683	1	1	0	1	GCA_027465165.1_PDT001546753.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
728	Staphylococcus aureus 20120270	DALTBW010000004.1	85336	88464	3.1683	1	1	0	1	GCA_027465705.1_PDT001546717.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
729	Staphylococcus aureus 20120233	DALTCC010000006.1	85343	88471	3.1683	1	1	0	1	GCA_027465825.1_PDT001546710.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
730	Staphylococcus aureus 20120243	DALTCA010000006.1	85336	88464	3.1683	1	1	0	1	GCA_027465805.1_PDT001546712.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
731	Staphylococcus aureus 20120150	DALTCR010000005.1	85343	88471	3.1683	1	1	0	1	GCA_027466145.1_PDT001546689.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
732	Staphylococcus aureus 20122432	DALTDU010000005.1	85343	88471	3.1683	1	1	0	1	GCA_027466745.1_PDT001546639.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
733	Staphylococcus aureus 20122447	DALTDT010000004.1	85227	88355	3.1683	1	1	0	1	GCA_027466685.1_PDT001546643.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
734	Staphylococcus aureus 20122402	DALTEE010000007.1	85335	88463	3.1683	1	1	0	1	GCA_027466905.1_PDT001546629.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
735	Staphylococcus aureus 20122438	DALTDW010000006.1	85343	88471	3.1683	1	1	0	1	GCA_027466725.1_PDT001546641.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
736	Staphylococcus aureus 20122249	DALTFI010000006.1	85343	88471	3.1683	1	1	0	1	GCA_027467495.1_PDT001546593.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
737	Staphylococcus aureus 20122253	DALTFF010000005.1	85336	88464	3.1683	1	1	0	1	GCA_027467405.1_PDT001546596.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
738	Staphylococcus aureus 20122251	DALTFH010000007.1	85336	88464	3.1683	1	1	0	1	GCA_027467725.1_PDT001546594.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
739	Staphylococcus aureus 20122269	DALTFC010000005.1	85221	88349	3.1683	1	1	0	1	GCA_027467445.1_PDT001546600.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
740	Staphylococcus aureus MPROS1160	DALUTZ010000001.1	85336	88464	3.1683	1	1	0	1	GCA_027509225.1_PDT001554858.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
741	Staphylococcus aureus PS-045	DALWLO010000001.1	85336	88464	3.1683	1	1	0	1	GCA_027534765.1_PDT001556380.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
742	Staphylococcus aureus RIVM_M048150	DAMFCJ010000007.1	711	3839	3.1683	1	1	0	1	GCA_027630385.1_PDT001561716.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
743	Staphylococcus aureus RIVM_M048424	DAMFFB010000001.1	425759	428887	3.1681	1	1	0	1	GCA_027631685.1_PDT001561684.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
744	Staphylococcus aureus RIVM_M037386	DAMHEB010000005.1	85304	88432	3.1683	1	1	0	1	GCA_027657305.1_PDT001563779.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
745	Staphylococcus aureus RIVM_M082355	DAMJNH010000006.1	85279	88407	3.1683	1	1	0	1	GCA_027722065.1_PDT001561133.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
746	Staphylococcus aureus RIVM_M043542	DAMKDX010000001.1	275052	278180	3.1681	1	1	0	1	GCA_027733205.1_PDT001565491.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
747	Staphylococcus aureus RIVM_M045333	DAMKHG010000001.1	275052	278180	3.1678	1	1	0	1	GCA_027735045.1_PDT001565404.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
748	Staphylococcus aureus RIVM_M043707	DAMKIU010000001.1	275052	278180	3.1681	1	1	0	1	GCA_027735765.1_PDT001565180.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
749	Staphylococcus aureus RIVM_M045977	DAMKRE010000003.1	85279	88407	3.1683	1	1	0	1	GCA_027741425.1_PDT001565568.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
750	Staphylococcus aureus RIVM_M045440	DAMKTC010000010.1	85280	88408	3.1683	1	1	0	1	GCA_027742945.1_PDT001565380.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
751	Staphylococcus aureus RIVM_M090466	DAMLLI010000004.1	85279	88407	3.1683	1	1	0	1	GCA_027754665.1_PDT001566514.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
752	Staphylococcus aureus RIVM_M087221	DAMLND010000008.1	799	3927	3.1683	1	1	0	1	GCA_027755565.1_PDT001566380.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
753	Staphylococcus aureus RIVM_M040640	DAMPAQ010000001.1	275049	278177	3.1681	1	1	0	1	GCA_027809955.1_PDT001559761.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
754	Staphylococcus aureus RIVM_M040123	DAMPSP010000002.1	85279	88407	3.1683	1	1	0	1	GCA_027819875.1_PDT001559561.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
755	Staphylococcus aureus RIVM_M041079	DAMPTA010000008.1	1843	4971	3.1683	1	1	0	1	GCA_027820035.1_PDT001559551.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
756	Staphylococcus aureus RIVM_M042056	DAMQCN010000015.1	906	4034	3.1683	1	1	0	1	GCA_027825095.1_PDT001559295.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
757	Staphylococcus aureus ST20101531	DAMSCE010000004.1	85336	88464	3.1683	1	1	0	1	GCA_027910055.1_PDT001551380.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
758	Staphylococcus aureus 059S_SA	DAMULH010000042.1	914	4042	3.1681	1	1	0	1	GCA_027990065.1_PDT001578130.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
759	Staphylococcus aureus 823N_SA	DAMULL010000001.1	425761	428889	3.1681	1	1	0	1	GCA_027990185.1_PDT001578124.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
760	Staphylococcus aureus 126T_SA	DAMULI010000002.1	274993	278121	3.1681	1	1	0	1	GCA_027990105.1_PDT001578129.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
761	Staphylococcus aureus Sa_TPS3162	DANEDZ010000001.1	275051	278179	3.1681	1	1	0	1	GCA_028457305.1_PDT001601853.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
762	Staphylococcus aureus Sa_TPS3157	DANEEB010000001.1	542338	545466	3.1681	1	1	0	1	GCA_028457365.1_PDT001601848.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
763	Staphylococcus aureus Sa_TPS3148	DANEEC010000001.1	424907	428035	3.1681	1	1	0	1	GCA_028457385.1_PDT001601839.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
764	Staphylococcus aureus Sa_TPS3161	DANEEA010000001.1	275052	278180	3.1681	1	1	0	1	GCA_028457325.1_PDT001601852.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
765	Staphylococcus aureus Sa_TPS3174	DANEDY010000001.1	131459	134587	3.1681	1	1	0	1	GCA_028457225.1_PDT001601863.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
766	Staphylococcus aureus Sa_TPS3150	DANEED010000001.1	275051	278179	3.1681	1	1	0	1	GCA_028457345.1_PDT001601841.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
767	Staphylococcus aureus Sa_TPS3173	DANEDX010000003.1	275051	278179	3.1681	1	1	0	1	GCA_028457265.1_PDT001601862.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
768	Staphylococcus aureus Sa_TPS3186	DANEEX010000001.1	542393	545521	3.1681	1	1	0	1	GCA_028457795.1_PDT001601873.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
769	Staphylococcus aureus Sa_TPS3176	DANEFD010000001.1	542336	545464	3.1681	1	1	0	1	GCA_028457945.1_PDT001601864.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
770	Staphylococcus aureus Sa_TPS3179	DANEFC010000003.1	275110	278238	3.1681	1	1	0	1	GCA_028457845.1_PDT001601867.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
771	Staphylococcus aureus Sa_TPS3153	DANEFM010000001.1	542338	545466	3.1681	1	1	0	1	GCA_028458125.1_PDT001601844.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
772	Staphylococcus aureus Sa_TPS3163	DANEFI010000001.1	542338	545466	3.1681	1	1	0	1	GCA_028458025.1_PDT001601854.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
773	Staphylococcus aureus Sa_TPS3181	DANEFA010000003.1	275109	278237	3.1681	1	1	0	1	GCA_028457925.1_PDT001601868.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
774	Staphylococcus aureus Sa_TPS3164	DANEFH010000001.1	275051	278179	3.1681	1	1	0	1	GCA_028458005.1_PDT001601855.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
775	Staphylococcus aureus Sa_TPS3159	DANEFL010000001.1	542356	545484	3.1681	1	1	0	1	GCA_028458065.1_PDT001601850.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
776	Staphylococcus aureus Sa_TPS3178	DANEFE010000002.1	275110	278238	3.1681	1	1	0	1	GCA_028457885.1_PDT001601866.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
777	Staphylococcus aureus Sa_TPS3156	DANEFK010000001.1	542338	545466	3.1681	1	1	0	1	GCA_028458085.1_PDT001601847.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
778	Staphylococcus aureus Sa_TPS3184	DANEEZ010000001.1	275111	278239	3.1681	1	1	0	1	GCA_028457905.1_PDT001601871.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
779	Staphylococcus aureus Sa_TPS3160	DANEFJ010000001.1	101162	104290	3.1681	1	1	0	1	GCA_028458045.1_PDT001601851.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
780	Staphylococcus aureus Sa_TPS3183	DANEFB010000001.1	542338	545466	3.1681	1	1	0	1	GCA_028457865.1_PDT001601870.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
781	Staphylococcus aureus Sa_TPS3165	DANEFG010000001.1	275050	278178	3.1681	1	1	0	1	GCA_028457985.1_PDT001601856.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
782	Staphylococcus aureus Sa_TPS3188	DANEHA010000001.1	542338	545466	3.1681	1	1	0	1	GCA_028459065.1_PDT001601875.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
783	Staphylococcus aureus Sa_TPS3187	DANEGZ010000001.1	576933	580061	3.1681	1	1	0	1	GCA_028459025.1_PDT001601874.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
784	Staphylococcus aureus Sa_TPS3155	DANEHE010000001.1	542335	545463	3.1681	1	1	0	1	GCA_028459145.1_PDT001601846.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
785	Staphylococcus aureus Sa_TPS3149	DANEHH010000001.1	425760	428888	3.1681	1	1	0	1	GCA_028459185.1_PDT001601840.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
786	Staphylococcus aureus Sa_TPS3147	DANEHI010000001.1	542338	545466	3.1681	1	1	0	1	GCA_028459205.1_PDT001601838.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
787	Staphylococcus aureus Sa_TPS3152	DANEHF010000001.1	541959	545087	3.1681	1	1	0	1	GCA_028459125.1_PDT001601843.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
788	Staphylococcus aureus Sa_TPS3185	DANEHB010000004.1	275111	278239	3.1681	1	1	0	1	GCA_028459045.1_PDT001601872.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
789	Staphylococcus aureus Sa_TPS3168	DANEHD010000003.1	275051	278179	3.1681	1	1	0	1	GCA_028459105.1_PDT001601859.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
