Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces canus NBC_00994                                       NZ_JAPEOP010000001.1  4822159   4826554   6.1371   1        1        1        1      
Streptomyces canus NBC_00231                                       NZ_JAPEMR010000012.1  163953    168348    3.0967   1        1        0        1      
Streptomyces canus NPDC007969                                      NZ_JBIBJL010000038.1  23001     27146     6.1439   1        1        1        1      
Streptomyces canus NPDC007968                                      NZ_JBIBJM010000014.1  5488      9633      6.1439   1        1        1        1      
Streptomyces canus V4I20                                           NZ_JAUSWW010000002.1  89682     104872    6.1428   1        1        1        1      
Streptomyces canus NBC_01475                                       NZ_CP109447.1         1667753   1671391   6.1429   1        1        1        1      
Streptomyces canus NPDC102281                                      NZ_JBIWLS010000010.1  34312     54020     4.0851   1        0        1        1      
Streptomyces sp. LUP47B LUP47b                                     NZ_MJAH01000015.1     129164    133889    7.1681   1        1        1        1      
Nocardia sp. NPDC057353                                            NZ_JBHVAK010000002.1  51913     64354     7.1627   1        1        1        1      
Nocardia sp. NBC_01388                                             NZ_CP109553.1         1920561   1924344   7.1660   1        1        1        1      
Nocardia sp. NPDC051981                                            NZ_JBFAXK010000030.1  94776     103718    6.1676   1        1        1        1      
Nocardia sp. NPDC051981                                            NZ_JBFAXK010000010.1  45167     48814     6.1316   1        1        1        1      
Nocardia sp. NPDC059764                                            NZ_JBHWHH010000201.1  71        9087      6.1676   1        1        1        1      
Nocardia sp. NPDC059228                                            NZ_JBHZAL010000019.1  3401      12343     6.1672   1        1        1        1      
Nocardia sp. NPDC059228                                            NZ_JBHZAL010000007.1  201172    204819    3.0917   1        1        0        1      
Nocardia sp. CC227C                                                NZ_JASITE010000022.1  7383      28235     7.1642   1        1        1        1      
Nocardia sp. NPDC047654                                            NZ_JBIDDF010000023.1  56457     65951     6.1677   1        1        1        1      
Nocardia sp. NPDC057440                                            NZ_JBHVDF010000004.1  117678    124708    6.1673   1        1        1        1      
Nocardia sp. JMUB6875                                              NZ_BAAFGR010000089.1  16174     25093     6.1666   1        1        1        1      
Nocardia sp. NBC_00403                                             NZ_CP107939.1         7901400   7908431   6.1669   1        1        1        1      
Nocardia sp. NPDC005998                                            NZ_JBEXUI010000034.1  39577     53743     6.1686   1        1        1        1      
Nocardia sp. NBC_01009                                             NZ_CP108695.1         7744622   7751653   6.1673   1        1        1        1      
Nocardia sp. NPDC049526                                            NZ_JBITMA010000002.1  950157    960090    6.1687   1        1        1        1      
Nocardia sp. NBC_00565                                             NZ_CP107785.1         4348769   4358819   6.1687   1        1        1        1      
Nocardia sp. NPDC004168                                            NZ_JBEXME010000014.1  174773    184130    6.1673   1        1        1        1      
Nocardia sp. NPDC047038                                            NZ_JBEYVQ010000001.1  147618    157129    6.1668   1        1        1        1      
Nocardia sp. NPDC051911                                            NZ_JBFAXY010000015.1  40347     49709     6.1669   1        1        1        1      
Nocardia sp. NPDC059691                                            NZ_JBHWFB010000009.1  64197     73560     6.1671   1        1        1        1      
Nocardia sp. NPDC051900                                            NZ_JBITBU010000014.1  92851     102214    6.1671   1        1        1        1      
Nocardia sp. NPDC051929                                            NZ_JBIUCG010000006.1  116951    126388    6.1671   1        1        1        1      
Nocardia sp. CY15                                                  NZ_VUOT01000001.1     916445    925906    6.1679   1        1        1        1      
Nocardia sp. NPDC049737                                            NZ_JBFANH010000022.1  71217     81150     6.1687   1        1        1        1      
Nocardia sp. NPDC050408                                            NZ_JBITIL010000002.1  561505    571438    6.1687   1        1        1        1      
Nocardia sp. NPDC004604                                            NZ_JBEXLC010000006.1  33551     43099     6.1683   1        1        1        1      
Nocardia sp. NPDC005745                                            NZ_JBEXYF010000006.1  168011    177435    6.1670   1        1        1        1      
